season,index,celebrity_name,week,ADCI_actual,ADCI_rule1,ADCI_rule2,ADCI_rule4
12,127,Ralph Macchio,1,15.659510218271663,16.28074863478119,15.659510218271663,15.659510218271663
12,128,Chelsea Kane,1,15.601887121828545,16.22083953573073,15.601887121828545,15.601887121828545
12,129,Kirstie Alley,1,15.617764372095378,16.237346662518394,15.617764372095378,15.617764372095378
12,130,Hines Ward,1,15.279325561673247,15.885481430213241,15.279325561673247,15.279325561673247
12,131,Sugar Ray Leonard,1,15.939265205632436,16.571601960655503,15.939265205632436,15.939265205632436
12,132,Chris Jericho,1,15.545354212737259,16.162063873549783,15.545354212737259,15.545354212737259
12,133,Petra Nemcova,1,15.462154771714278,16.075563774442664,15.462154771714278,15.462154771714278
12,134,Mike Catherwood,1,15.346100129766002,15.954905054781381,15.346100129766002,15.346100129766002
12,135,Romeo,1,15.340944132575668,15.949544510738342,15.340944132575668,15.340944132575668
12,136,Wendy Williams,1,15.341017597415227,15.949620890048404,15.341017597415227,15.341017597415227
12,137,Kendra Wilkinson,1,15.530040100772426,16.146142225682826,15.530040100772426,15.530040100772426
12,127,Ralph Macchio,2,15.584106227745457,16.20235324445894,15.584106227745457,15.584106227745457
12,128,Chelsea Kane,2,15.754976319810776,16.380002032916675,15.754976319810776,15.754976319810776
12,129,Kirstie Alley,2,15.894350410321415,16.524905321855897,15.894350410321415,15.894350410321415
12,130,Hines Ward,2,15.364498079133131,15.9740328809309,15.364498079133131,15.364498079133131
12,131,Sugar Ray Leonard,2,80.5896411532807,83.78676420242422,80.5896411532807,80.5896411532807
12,132,Chris Jericho,2,15.432779468392098,16.04502310472869,15.432779468392098,15.432779468392098
12,133,Petra Nemcova,2,16.021464995728213,16.657062751045974,16.021464995728213,16.021464995728213
12,134,Mike Catherwood,2,77.45227351807122,80.52493205494466,77.45227351807122,77.45227351807122
12,135,Romeo,2,16.407422780046552,17.05833211276535,16.407422780046552,16.407422780046552
12,136,Wendy Williams,2,15.623980927278144,81.2190491931317,15.623980927278144,15.623980927278144
12,137,Kendra Wilkinson,2,16.170337281742576,16.811841044460092,16.170337281742576,16.170337281742576
12,127,Ralph Macchio,3,15.538962974691131,16.155419084623205,15.538962974691131,15.538962974691131
12,128,Chelsea Kane,3,16.030341047271815,16.66629093009094,16.030341047271815,16.030341047271815
12,129,Kirstie Alley,3,15.475687304179736,16.08963316463375,15.475687304179736,15.475687304179736
12,130,Hines Ward,3,15.546052980701678,16.162790362783745,15.546052980701678,15.546052980701678
12,131,Sugar Ray Leonard,3,15.808706374890583,16.435863647277166,15.808706374890583,15.808706374890583
12,132,Chris Jericho,3,17.186819450978515,17.868648726079524,17.186819450978515,17.186819450978515
12,133,Petra Nemcova,3,16.230641502748373,16.874537632675608,16.230641502748373,16.230641502748373
12,135,Romeo,3,15.848152511197702,16.476874676413964,15.848152511197702,15.848152511197702
12,136,Wendy Williams,3,77.89106718608144,16.196226677278645,77.89106718608144,77.89106718608144
12,137,Kendra Wilkinson,3,16.247174507238952,16.891726528531038,16.247174507238952,16.247174507238952
12,127,Ralph Macchio,4,16.236074271024805,16.88018592776701,16.236074271024805,16.236074271024805
12,128,Chelsea Kane,4,15.99005848995664,16.62441029775486,15.99005848995664,15.99005848995664
12,129,Kirstie Alley,4,15.596069670013652,16.214791296074882,15.596069670013652,15.596069670013652
12,130,Hines Ward,4,15.718672311735466,16.342257785384618,15.718672311735466,15.718672311735466
12,131,Sugar Ray Leonard,4,15.405646033546477,16.016813242085327,15.405646033546477,15.405646033546477
12,132,Chris Jericho,4,15.408619408550543,16.019904575745407,15.408619408550543,15.408619408550543
12,133,Petra Nemcova,4,15.472824489062335,16.0866567769521,15.472824489062335,15.472824489062335
12,135,Romeo,4,15.338926354223897,15.94744668381477,15.338926354223897,15.338926354223897
12,137,Kendra Wilkinson,4,81.15036153904444,84.36972928420344,16.23007230780889,81.15036153904444
12,127,Ralph Macchio,5,76.65240337615266,79.6933297545197,76.65240337615266,76.65240337615266
12,128,Chelsea Kane,5,15.695435437378826,16.318099066166372,15.695435437378826,15.695435437378826
12,129,Kirstie Alley,5,15.793240919815519,16.419784652270934,15.793240919815519,15.793240919815519
12,130,Hines Ward,5,15.801812139082946,16.428695905844098,15.801812139082946,15.801812139082946
12,132,Chris Jericho,5,18.41081052869274,19.141197534421476,18.41081052869274,18.41081052869274
12,133,Petra Nemcova,5,79.16317831063625,82.30371124264188,15.83263566212725,79.16317831063625
12,135,Romeo,5,16.38984423671812,17.04005619983406,16.38984423671812,16.38984423671812
12,137,Kendra Wilkinson,5,79.16832895348436,16.461813243985432,79.16832895348436,15.833665790696871
12,127,Ralph Macchio,6,16.09083152176469,16.729181160774406,16.09083152176469,16.09083152176469
12,128,Chelsea Kane,6,15.758091633749952,16.383240936461878,15.758091633749952,15.758091633749952
12,129,Kirstie Alley,6,16.16831346314666,16.809736937666,16.16831346314666,16.16831346314666
12,130,Hines Ward,6,16.474115728789172,17.12767088001007,16.474115728789172,16.474115728789172
12,132,Chris Jericho,6,82.05038732430708,85.30546056637249,16.410077464861416,82.05038732430708
12,135,Romeo,6,16.132554715552093,16.772559581990947,16.132554715552093,16.132554715552093
12,137,Kendra Wilkinson,6,16.019093668616815,16.654597349504456,16.019093668616815,16.019093668616815
12,127,Ralph Macchio,7,16.328334261142544,16.976106022790272,16.328334261142544,16.328334261142544
12,128,Chelsea Kane,7,17.289153876839126,17.975042926210847,17.289153876839126,17.289153876839126
12,129,Kirstie Alley,7,77.14934444771059,80.20998529224484,15.429868889542117,15.429868889542117
12,130,Hines Ward,7,15.786120499363495,16.412381753078208,15.786120499363495,15.786120499363495
12,135,Romeo,7,17.57637188605846,91.36827672121657,87.88185943029231,87.88185943029231
12,137,Kendra Wilkinson,7,16.773568039075517,17.439002953869434,16.773568039075517,16.773568039075517
12,127,Ralph Macchio,8,15.907070685596153,82.69065115641622,15.907070685596153,79.53535342798077
12,128,Chelsea Kane,8,17.065149456609863,17.74215188377088,17.065149456609863,17.065149456609863
12,129,Kirstie Alley,8,15.816082267512405,16.44353215363906,15.816082267512405,15.816082267512405
12,130,Hines Ward,8,15.81580745216207,16.443246435913707,15.81580745216207,15.81580745216207
12,135,Romeo,8,17.774339411757705,18.479476565905674,17.774339411757705,17.774339411757705
12,127,Ralph Macchio,9,77.43056183233932,80.50235903108175,77.43056183233932,77.43056183233932
12,128,Chelsea Kane,9,17.47663960568072,18.169966520967794,17.47663960568072,17.47663960568072
12,129,Kirstie Alley,9,17.127444602804612,17.80691838043821,17.127444602804612,17.127444602804612
12,130,Hines Ward,9,15.368148081995578,15.977827685384637,15.368148081995578,15.368148081995578
12,128,Chelsea Kane,10,16.519942322855755,17.175315490115153,16.519942322855755,16.519942322855755
12,129,Kirstie Alley,10,17.290196010185312,89.88063201346807,86.45098005092656,86.45098005092656
12,130,Hines Ward,10,15.984191787591168,16.61831085369844,15.984191787591168,15.984191787591168
13,138,Elisabetta Canalis,1,15.353607213867084,15.96270995720338,15.353607213867084,15.353607213867084
13,139,David Arquette,1,15.485215296468988,16.099539147981453,15.485215296468988,15.485215296468988
13,140,Ricki Lake,1,15.824477148469668,16.452260073272505,15.824477148469668,15.824477148469668
13,141,J.R. Martinez,1,15.883392828173145,16.513513034478176,15.883392828173145,15.883392828173145
13,142,Metta World Peace (Ron),1,15.554141546105809,80.85599907412201,15.554141546105809,77.77070773052905
13,143,Hope Solo,1,15.317814600796325,15.925497392553236,15.317814600796325,15.317814600796325
13,144,Chynna Phillips,1,15.842613223404983,16.47111563600261,15.842613223404983,15.842613223404983
13,145,Kristin Cavallari,1,16.193411963830282,16.835831136976466,16.193411963830282,16.193411963830282
13,146,Carson Kressley,1,15.306816210464746,15.914062678064738,15.306816210464746,15.306816210464746
13,147,Chaz Bono,1,18.242072024235533,18.965764897143252,18.242072024235533,18.242072024235533
13,148,Nancy Grace,1,15.273327732332845,15.879245657160043,15.273327732332845,15.273327732332845
13,149,Rob Kardashian,1,15.294444079346265,15.901199724242499,15.294444079346265,15.294444079346265
13,138,Elisabetta Canalis,2,15.63619130173121,16.256504618631336,15.63619130173121,15.63619130173121
13,139,David Arquette,2,15.49035729138312,16.104885134255063,15.49035729138312,15.49035729138312
13,140,Ricki Lake,2,15.282089764617032,15.888355293614845,15.282089764617032,15.282089764617032
13,141,J.R. Martinez,2,15.829080277312432,16.45704581577517,15.829080277312432,15.829080277312432
13,143,Hope Solo,2,16.170279152723282,16.811780609367403,16.170279152723282,16.170279152723282
13,144,Chynna Phillips,2,15.804502182374755,16.43149266755887,15.804502182374755,15.804502182374755
13,145,Kristin Cavallari,2,16.022352086520492,16.6579850341828,16.022352086520492,16.022352086520492
13,146,Carson Kressley,2,15.641784524097666,16.262319733289292,15.641784524097666,15.641784524097666
13,147,Chaz Bono,2,76.89981938204683,15.990112231713983,15.379963876409366,15.379963876409366
13,148,Nancy Grace,2,15.467752434630633,16.081383505814408,15.467752434630633,15.467752434630633
13,149,Rob Kardashian,2,16.305307254729247,16.95216549732039,16.305307254729247,16.305307254729247
13,139,David Arquette,3,15.345214465155324,15.953984254405116,15.345214465155324,15.345214465155324
13,140,Ricki Lake,3,16.20173323358637,16.84448252513183,16.20173323358637,16.20173323358637
13,141,J.R. Martinez,3,15.64459771851577,16.265244531737235,15.64459771851577,15.64459771851577
13,143,Hope Solo,3,16.001782448454048,16.636599364886614,16.001782448454048,16.001782448454048
13,144,Chynna Phillips,3,15.914518341363687,16.54587334775237,15.914518341363687,15.914518341363687
13,145,Kristin Cavallari,3,16.031658207234855,16.667660343946878,16.031658207234855,16.031658207234855
13,146,Carson Kressley,3,15.622098784333582,16.241853027988714,15.622098784333582,15.622098784333582
13,147,Chaz Bono,3,78.10656180276335,81.2051770274423,78.10656180276335,78.10656180276335
13,148,Nancy Grace,3,15.365756412258952,15.975341134192636,15.365756412258952,15.365756412258952
13,149,Rob Kardashian,3,16.473403538951963,17.126930436435636,16.473403538951963,16.473403538951963
13,139,David Arquette,4,15.874986858043686,16.50477358574691,15.874986858043686,15.874986858043686
13,140,Ricki Lake,4,15.893355373758093,16.5238708105625,15.893355373758093,15.893355373758093
13,141,J.R. Martinez,4,16.360047228666062,17.00907709567293,16.360047228666062,16.360047228666062
13,143,Hope Solo,4,16.92915683955741,17.60076421687989,16.92915683955741,16.92915683955741
13,144,Chynna Phillips,4,15.479630766398971,16.09373307045757,15.479630766398971,15.479630766398971
13,146,Carson Kressley,4,77.74120627365605,80.82532724613924,15.54824125473121,15.54824125473121
13,147,Chaz Bono,4,15.509689190159715,16.124983961116683,15.509689190159715,15.509689190159715
13,148,Nancy Grace,4,15.373356296047941,15.983242517818145,15.373356296047941,15.373356296047941
13,149,Rob Kardashian,4,15.816443005928232,16.443907203138643,15.816443005928232,15.816443005928232
13,139,David Arquette,5,15.278708699018196,15.884840095606407,15.278708699018196,15.278708699018196
13,140,Ricki Lake,5,15.862806148725111,16.492109647740882,15.862806148725111,15.862806148725111
13,141,J.R. Martinez,5,15.608048180673983,16.227245013870753,15.608048180673983,15.608048180673983
13,143,Hope Solo,5,15.87863783371383,16.508569401601232,15.87863783371383,15.87863783371383
13,146,Carson Kressley,5,15.975472526897292,83.04622842826493,79.87736263448645,79.87736263448645
13,147,Chaz Bono,5,15.814082896903567,16.44145346472373,15.814082896903567,15.814082896903567
13,148,Nancy Grace,5,15.837518342746904,16.465818633084755,15.837518342746904,15.837518342746904
13,149,Rob Kardashian,5,16.096560704645892,16.735137629723397,16.096560704645892,16.096560704645892
13,139,David Arquette,6,15.533941906191442,16.150198822112944,15.533941906191442,15.533941906191442
13,140,Ricki Lake,6,15.946909103039516,16.57954910399141,15.946909103039516,15.946909103039516
13,141,J.R. Martinez,6,16.297979949126194,16.944547505503866,16.297979949126194,16.297979949126194
13,143,Hope Solo,6,16.998097503850605,17.67243987023224,16.998097503850605,16.998097503850605
13,147,Chaz Bono,6,15.588333154936892,81.03373930387328,77.94166577468445,77.94166577468445
13,148,Nancy Grace,6,15.584494127004406,16.202756532316773,15.584494127004406,15.584494127004406
13,149,Rob Kardashian,6,16.16087203958558,16.802000300645155,16.16087203958558,16.16087203958558
13,139,David Arquette,7,16.114710085953522,16.754007026711403,16.114710085953522,16.114710085953522
13,140,Ricki Lake,7,16.775379395095406,17.440886169349152,16.775379395095406,16.775379395095406
13,141,J.R. Martinez,7,15.292681626818135,15.899367352336144,15.292681626818135,15.292681626818135
13,143,Hope Solo,7,17.25916994462448,17.94386948229947,17.25916994462448,17.25916994462448
13,148,Nancy Grace,7,86.23160892274302,89.6525580733574,86.23160892274302,86.23160892274302
13,149,Rob Kardashian,7,16.793316723136176,17.45953510056992,16.793316723136176,16.793316723136176
13,140,Ricki Lake,8,16.934765682134,17.606595571427302,16.934765682134,16.934765682134
13,141,J.R. Martinez,8,16.79801151641,17.464416143981747,16.79801151641,16.79801151641
13,143,Hope Solo,8,17.184619566752353,17.866361568843274,17.184619566752353,17.184619566752353
13,148,Nancy Grace,8,16.96222257537971,88.17570862297612,84.81111287689855,84.81111287689855
13,149,Rob Kardashian,8,15.347411549893028,15.956268501092607,15.347411549893028,15.347411549893028
13,140,Ricki Lake,9,16.042863041404935,16.67930969223905,16.042863041404935,16.042863041404935
13,141,J.R. Martinez,9,15.404560766139946,16.015684920343396,15.404560766139946,15.404560766139946
13,143,Hope Solo,9,17.19205613464766,89.37046578783068,85.96028067323832,85.96028067323832
13,149,Rob Kardashian,9,16.225392396641364,16.869080285932686,16.225392396641364,16.225392396641364
13,140,Ricki Lake,10,18.151369290534255,94.35731918724436,90.75684645267128,90.75684645267128
13,141,J.R. Martinez,10,16.191824555665608,16.834180753730145,16.191824555665608,16.191824555665608
13,149,Rob Kardashian,10,17.12036009554271,17.79955281917067,17.12036009554271,17.12036009554271
14,150,William Levy,1,15.756587796467253,16.381677439491284,15.756587796467253,15.756587796467253
14,151,Jack Wagner,1,15.483746737444253,16.0980123288151,15.483746737444253,15.483746737444253
14,152,Sherri Sheperd,1,15.302782558547548,15.909869004569927,15.302782558547548,15.302782558547548
14,153,Jaleel White,1,16.08073039933588,16.71867931027587,16.08073039933588,16.08073039933588
14,154,Roshon Fegan,1,15.771090204769411,16.396755182081915,15.771090204769411,15.771090204769411
14,155,Melissa Gilbert,1,77.11886193806183,80.178293491516,77.11886193806183,77.11886193806183
14,156,Martina Navratilova,1,15.422417275837505,80.17124913512458,77.11208637918755,77.11208637918755
14,157,Donald Driver,1,16.691145832243713,17.35331092310676,16.691145832243713,16.691145832243713
14,158,Gavin DeGraw,1,77.4967082249659,16.114225911886837,15.499341644993178,15.499341644993178
14,159,Gladys Knight,1,15.400539163868872,16.011503774523902,15.400539163868872,15.400539163868872
14,160,Katherine Jenkins,1,16.06927887410877,16.70677348428842,16.06927887410877,16.06927887410877
14,161,Maria Menounos,1,15.307148824582772,15.91440848752956,15.307148824582772,15.307148824582772
14,150,William Levy,2,15.440569461023879,16.053122139126124,15.440569461023879,15.440569461023879
14,151,Jack Wagner,2,15.300764754076331,15.907771150490705,15.300764754076331,15.300764754076331
14,152,Sherri Sheperd,2,15.459870997644634,16.073189399315456,15.459870997644634,15.459870997644634
14,153,Jaleel White,2,15.423535249249346,16.035412152272947,15.423535249249346,15.423535249249346
14,154,Roshon Fegan,2,16.027352215843653,16.663183526825108,16.027352215843653,16.027352215843653
14,155,Melissa Gilbert,2,16.491536932922063,17.145783211842247,16.491536932922063,16.491536932922063
14,156,Martina Navratilova,2,77.33704169496575,16.081025759339447,15.467408338993149,15.467408338993149
14,157,Donald Driver,2,15.488893165220954,16.10336292381019,15.488893165220954,15.488893165220954
14,158,Gavin DeGraw,2,15.439243347247322,16.05174341624423,15.439243347247322,15.439243347247322
14,159,Gladys Knight,2,15.66839182652407,16.289982590978703,15.66839182652407,15.66839182652407
14,160,Katherine Jenkins,2,15.350286078603412,15.959257067064653,15.350286078603412,15.350286078603412
14,161,Maria Menounos,2,15.648867088391565,16.269683274508107,15.648867088391565,15.648867088391565
14,150,William Levy,3,15.937904239438005,16.570187002703236,15.937904239438005,15.937904239438005
14,151,Jack Wagner,3,79.93476535308352,83.10590840671925,79.93476535308352,79.93476535308352
14,152,Sherri Sheperd,3,15.571975161161891,80.94870459298258,15.571975161161891,15.571975161161891
14,153,Jaleel White,3,15.84688865301976,16.475560678912235,15.84688865301976,15.84688865301976
14,154,Roshon Fegan,3,15.666990270515985,16.288525432948394,15.666990270515985,15.666990270515985
14,155,Melissa Gilbert,3,78.06482051594726,81.16177979541699,78.06482051594726,78.06482051594726
14,157,Donald Driver,3,15.593377382701416,16.211992201315713,15.593377382701416,15.593377382701416
14,158,Gavin DeGraw,3,83.11458022917368,86.41187174664266,83.11458022917368,83.11458022917368
14,159,Gladys Knight,3,77.06806532088954,80.12548168934902,77.06806532088954,77.06806532088954
14,160,Katherine Jenkins,3,15.735244730164935,16.359487658794436,15.735244730164935,15.735244730164935
14,161,Maria Menounos,3,15.479472960238905,16.09356900386869,15.479472960238905,15.479472960238905
14,150,William Levy,4,15.4680421191149,16.081684682556592,15.4680421191149,15.4680421191149
14,152,Sherri Sheperd,4,15.548116702999584,16.164935956325046,15.548116702999584,15.548116702999584
14,153,Jaleel White,4,16.965891153347503,17.638955841059165,16.965891153347503,16.965891153347503
14,154,Roshon Fegan,4,15.857242601651752,16.486325385643497,15.857242601651752,15.857242601651752
14,155,Melissa Gilbert,4,15.327097615222444,15.935148679364769,15.327097615222444,15.327097615222444
14,157,Donald Driver,4,15.304353655049502,15.911502429043157,15.304353655049502,15.304353655049502
14,158,Gavin DeGraw,4,15.69451636315174,16.3171435307595,15.69451636315174,15.69451636315174
14,159,Gladys Knight,4,77.48504057171827,16.111799806254737,15.497008114343656,15.497008114343656
14,160,Katherine Jenkins,4,15.948780343090979,16.581494579200314,15.948780343090979,15.948780343090979
14,161,Maria Menounos,4,16.363630867785943,17.012802903625754,16.363630867785943,16.363630867785943
14,150,William Levy,5,15.82637341928439,16.454231572256038,15.82637341928439,15.82637341928439
14,153,Jaleel White,5,16.18834924994962,16.830567576944773,16.18834924994962,16.18834924994962
14,154,Roshon Fegan,5,15.323510485633518,15.93141924247028,15.323510485633518,15.323510485633518
14,155,Melissa Gilbert,5,15.626876732033981,16.246820524699405,15.626876732033981,15.626876732033981
14,157,Donald Driver,5,15.338963154410253,15.947484943924787,15.338963154410253,15.338963154410253
14,158,Gavin DeGraw,5,76.49959319510533,79.53445734332742,76.49959319510533,76.49959319510533
14,159,Gladys Knight,5,16.67587187786708,17.337431025945293,16.67587187786708,16.67587187786708
14,160,Katherine Jenkins,5,15.787870888590907,16.414201583112945,15.787870888590907,15.787870888590907
14,161,Maria Menounos,5,16.232367781727383,16.87633239596891,16.232367781727383,16.232367781727383
14,150,William Levy,6,15.8048303112195,16.43183381381228,15.8048303112195,15.8048303112195
14,153,Jaleel White,6,15.501993013367954,16.11698246438728,15.501993013367954,15.501993013367954
14,154,Roshon Fegan,6,15.586016666460234,16.204339473406332,15.586016666460234,15.586016666460234
14,155,Melissa Gilbert,6,15.926646674239858,16.558482831456757,15.926646674239858,15.926646674239858
14,157,Donald Driver,6,15.989933920554545,16.624280786480576,15.989933920554545,15.989933920554545
14,159,Gladys Knight,6,78.3730393852647,81.48222621206152,78.3730393852647,78.3730393852647
14,160,Katherine Jenkins,6,16.795585293446766,17.46189366878005,16.795585293446766,16.795585293446766
14,161,Maria Menounos,6,16.06719089571302,16.704602672370147,16.06719089571302,16.06719089571302
14,150,William Levy,7,15.307763720205998,15.915047777069196,15.307763720205998,15.307763720205998
14,153,Jaleel White,7,15.929992311001895,16.56196119510841,15.929992311001895,15.929992311001895
14,154,Roshon Fegan,7,15.495103353351725,16.10981948027476,15.495103353351725,15.495103353351725
14,155,Melissa Gilbert,7,78.6732321287338,81.79432809330063,78.6732321287338,78.6732321287338
14,157,Donald Driver,7,15.844314866757816,16.472884786334095,15.844314866757816,15.844314866757816
14,160,Katherine Jenkins,7,15.314047171295057,15.921580502953598,15.314047171295057,15.314047171295057
14,161,Maria Menounos,7,15.803694521652925,16.430652965613472,15.803694521652925,15.803694521652925
14,150,William Levy,8,15.335863946033765,15.944262784876315,15.335863946033765,15.335863946033765
14,154,Roshon Fegan,8,16.25129357906488,16.89600901068225,16.25129357906488,16.25129357906488
14,155,Melissa Gilbert,8,16.100765265998838,83.69754496455589,80.5038263299942,80.5038263299942
14,157,Donald Driver,8,17.287018012105694,17.972822328225455,17.287018012105694,17.287018012105694
14,160,Katherine Jenkins,8,15.641355506854596,16.26187369622957,15.641355506854596,15.641355506854596
14,161,Maria Menounos,8,15.716301582241224,16.33979300516871,15.716301582241224,15.716301582241224
14,150,William Levy,9,15.788211865009712,16.414556086624714,15.788211865009712,15.788211865009712
14,157,Donald Driver,9,16.601086134647616,17.259678409812977,16.601086134647616,16.601086134647616
14,160,Katherine Jenkins,9,80.4010167393972,83.5906567491249,16.08020334787944,16.08020334787944
14,161,Maria Menounos,9,15.292834169379969,15.89952594651123,15.292834169379969,15.292834169379969
14,150,William Levy,10,15.430456777164537,80.21304134268085,15.430456777164537,15.430456777164537
14,157,Donald Driver,10,89.47152811224252,93.0210101632381,89.47152811224252,89.47152811224252
14,160,Katherine Jenkins,10,17.71068504854463,18.41329692985487,17.71068504854463,17.71068504854463
15,162,Gilles Marini,1,15.863433919771236,16.49276232349253,15.863433919771236,15.863433919771236
15,163,Sabrina Bryan,1,16.123245453601438,16.762881006372595,16.123245453601438,16.123245453601438
15,164,Kirstie Alley,1,15.530227531741989,16.146337092345913,15.530227531741989,15.530227531741989
15,165,Kelly Monaco,1,15.454928465014643,16.068050788321468,15.454928465014643,15.454928465014643
15,166,Apolo Anton Ohno,1,15.291265772283547,15.897895328533371,15.291265772283547,15.291265772283547
15,167,Emmitt Smith,1,16.39429921385905,17.044687913214247,16.39429921385905,16.39429921385905
15,168,Shawn Johnson,1,15.448068598348415,16.06091877950994,15.448068598348415,15.448068598348415
15,169,Pamela Anderson,1,15.635689008896527,81.27991199508638,15.635689008896527,78.17844504448263
15,170,Helio Castroneves,1,15.914082975439845,16.545420710149315,15.914082975439845,15.914082975439845
15,171,Joey Fatone,1,15.40800715949859,16.01926803777086,15.40800715949859,15.40800715949859
15,172,Drew Lachey,1,16.134100121332747,16.774166296549886,16.134100121332747,16.134100121332747
15,173,Bristol Palin,1,15.713541424968291,16.33692334793635,15.713541424968291,15.713541424968291
15,174,Melissa Rycroft,1,15.97875045939587,16.612653659102175,15.97875045939587,15.97875045939587
15,162,Gilles Marini,2,15.77221527288056,16.397924883487597,15.77221527288056,15.77221527288056
15,163,Sabrina Bryan,2,16.652216129865103,17.312836815678196,16.652216129865103,16.652216129865103
15,164,Kirstie Alley,2,15.57009220835808,16.1877832659712,15.57009220835808,15.57009220835808
15,165,Kelly Monaco,2,15.530116740103372,16.146221905421545,15.530116740103372,15.530116740103372
15,166,Apolo Anton Ohno,2,15.694983366592604,16.31762906099169,15.694983366592604,15.694983366592604
15,167,Emmitt Smith,2,15.563634885766541,16.181069770817064,15.563634885766541,15.563634885766541
15,168,Shawn Johnson,2,15.450313511968433,16.063252752529834,15.450313511968433,15.450313511968433
15,170,Helio Castroneves,2,16.25995351945813,16.9050125050936,16.25995351945813,16.25995351945813
15,171,Joey Fatone,2,15.429507843866128,16.041621689499713,15.429507843866128,15.429507843866128
15,172,Drew Lachey,2,15.409126073833498,16.02043134126992,15.409126073833498,15.409126073833498
15,173,Bristol Palin,2,79.89729479979366,16.6133902670427,15.97945895995873,15.97945895995873
15,174,Melissa Rycroft,2,15.507885860464574,16.123109090379156,15.507885860464574,15.507885860464574
15,162,Gilles Marini,3,16.089837678804468,16.728147890436297,16.089837678804468,16.089837678804468
15,163,Sabrina Bryan,3,15.395646723606795,16.006417243144103,15.395646723606795,15.395646723606795
15,164,Kirstie Alley,3,15.45659321901414,16.06978158583855,15.45659321901414,15.45659321901414
15,165,Kelly Monaco,3,15.878971201434405,16.50891599456525,15.878971201434405,15.878971201434405
15,166,Apolo Anton Ohno,3,16.15769864383608,16.798701011089094,16.15769864383608,16.15769864383608
15,167,Emmitt Smith,3,15.540593091380185,16.157113870711008,15.540593091380185,15.540593091380185
15,168,Shawn Johnson,3,17.548247499203832,18.244415216901828,17.548247499203832,17.548247499203832
15,170,Helio Castroneves,3,15.485386426573339,16.09971706709731,15.485386426573339,15.485386426573339
15,172,Drew Lachey,3,15.799229057027794,16.42601034869341,15.799229057027794,15.799229057027794
15,173,Bristol Palin,3,78.2238454841332,81.32711354453184,78.2238454841332,78.2238454841332
15,174,Melissa Rycroft,3,15.330502327810533,15.938688462477252,15.330502327810533,15.330502327810533
15,162,Gilles Marini,4,16.474973879946088,17.1285630754288,16.474973879946088,16.474973879946088
15,163,Sabrina Bryan,4,15.864078190456565,16.49343215345109,15.864078190456565,15.864078190456565
15,164,Kirstie Alley,4,78.59687365358394,81.71494035238653,15.71937473071679,78.59687365358394
15,165,Kelly Monaco,4,15.292263612874335,15.898932755094593,15.292263612874335,15.292263612874335
15,166,Apolo Anton Ohno,4,15.310053526487778,15.917428423716274,15.310053526487778,15.310053526487778
15,167,Emmitt Smith,4,15.932046572813974,16.564096952850914,15.932046572813974,15.932046572813974
15,168,Shawn Johnson,4,16.30927162305797,16.956287138633307,16.30927162305797,16.30927162305797
15,173,Bristol Palin,4,15.275015995688324,15.881000896687764,15.275015995688324,15.275015995688324
15,174,Melissa Rycroft,4,16.00477897900539,16.63971477271246,16.00477897900539,16.00477897900539
15,162,Gilles Marini,5,15.497665057607888,16.11248281153416,15.497665057607888,15.497665057607888
15,163,Sabrina Bryan,5,18.02985708059773,18.74513103913919,18.02985708059773,18.02985708059773
15,164,Kirstie Alley,5,16.114751645322176,16.754050234808275,16.114751645322176,16.114751645322176
15,165,Kelly Monaco,5,76.96613861348533,80.01951138253298,15.393227722697064,15.393227722697064
15,166,Apolo Anton Ohno,5,15.946676589046916,16.579307365787926,15.946676589046916,15.946676589046916
15,167,Emmitt Smith,5,16.318117998080865,16.965484463841392,16.318117998080865,16.318117998080865
15,168,Shawn Johnson,5,15.580988365640842,16.1991116916584,15.580988365640842,15.580988365640842
15,174,Melissa Rycroft,5,15.354226995873137,15.963354326976651,15.354226995873137,15.354226995873137
15,162,Gilles Marini,6,15.741588806799184,16.366083415338693,15.741588806799184,15.741588806799184
15,163,Sabrina Bryan,6,15.2773869799699,15.88346594179884,15.2773869799699,15.2773869799699
15,164,Kirstie Alley,6,15.539962445461693,16.156458206036103,15.539962445461693,15.539962445461693
15,165,Kelly Monaco,6,15.498764262305128,16.11362562348195,15.498764262305128,15.498764262305128
15,166,Apolo Anton Ohno,6,15.363184524828174,15.972667215775408,15.363184524828174,15.363184524828174
15,167,Emmitt Smith,6,77.41381292701598,80.48494566925393,15.482762585403195,15.482762585403195
15,168,Shawn Johnson,6,15.274762285215274,15.880737121104737,15.274762285215274,15.274762285215274
15,174,Melissa Rycroft,6,15.66964670043611,16.29128724779399,15.66964670043611,15.66964670043611
15,162,Gilles Marini,7,19.835909130714377,20.62283213192124,19.835909130714377,19.835909130714377
15,164,Kirstie Alley,7,15.636217789640947,81.28266078679916,78.18108894820472,78.18108894820472
15,165,Kelly Monaco,7,15.512652947187105,16.1280652952392,15.512652947187105,15.512652947187105
15,166,Apolo Anton Ohno,7,16.10526916973933,16.74419157388926,16.10526916973933,16.10526916973933
15,167,Emmitt Smith,7,16.924005870138647,17.595408900068357,16.924005870138647,16.924005870138647
15,168,Shawn Johnson,7,16.830184573731426,17.497865559178102,16.830184573731426,16.830184573731426
15,174,Melissa Rycroft,7,15.525142186174445,16.141050002791253,15.525142186174445,15.525142186174445
15,162,Gilles Marini,8,15.444880630075438,16.057604339314523,15.444880630075438,15.444880630075438
