index,celebrity_age_during_season,elimination_order,score_sum,industry_Actor_Performer,industry_Influencer,industry_Model_Fashion,industry_Music,industry_Others,industry_Sports,industry_TV_Media,fame_1,fame_1.1,fame_1.2,fame_1.3,fame_1.4
228,25,9,81.875,0,0,0,0,0,1,0,47,69.0728926279167,101.5120105529299,149.185706497159,219.24868694676914
229,25,3,27.0,0,0,0,0,0,1,0,611,1160.50049828894,2204.192154711745,4186.523885216943,7951.658027647798
230,52,7,59.625,0,0,0,0,1,0,0,491,912.4091698154756,1695.4999860760981,3150.6919240689267,5854.827296912524
231,21,2,17.5,0,0,1,0,0,0,0,190,321.09161242560003,542.630650368798,917.0218446235228,1549.726435366656
232,33,10,80.125,0,0,0,0,1,0,0,166,276.76992550052086,461.4553714552036,769.3793299968186,1282.777468944939
233,39,1,13.25,0,0,0,1,0,0,0,978,1947.0304350917718,3876.2040032450386,7716.858043908645,15362.942203244238
234,70,5,41.5,0,0,0,1,0,0,0,2450,5346.661539965687,11668.077397121715,25463.37169980964,55568.991896009255
235,33,8,56.75,0,0,0,0,0,0,1,65,98.67444498786934,149.7945552871391,227.3983785409717,345.20628913341193
236,71,4,22.08333333,1,0,0,0,0,0,0,2819,6238.850565977472,13807.469451790475,30557.906564036773,67629.0218737592
237,27,8,76.6666,1,0,0,0,0,0,0,2125,4571.880053231677,9836.276339358894,21162.482632465708,45530.50928199135
238,26,10,98.99993333,1,0,0,0,0,0,0,1942,4140.703640025569,8828.746979670945,18824.523561065,40137.37035584388
239,43,2,11.16666667,0,0,0,0,0,1,0,241,417.07940646151883,721.8059389804673,1249.1717535700107,2161.841549989519
240,22,11,90.3333,0,0,0,0,1,0,0,150,247.5713500530704,408.61048911399905,674.4016695719879,1113.0835454265437
241,62,1,9.333333333,0,0,0,1,0,0,0,1761,3718.221789272498,7850.751433401905,16576.283385483963,34999.60140207954
242,31,7,65.58326667,0,0,0,1,0,0,0,802,1565.2791671836808,3054.986123714755,5962.4764781620115,11637.082563702874
243,38,9,76.83333333,0,0,0,1,0,0,0,1847,3918.4434632171574,8313.047739268675,17636.279140958046,37415.680950384434
244,35,12,100.1666667,0,0,0,1,0,0,0,3039,6776.47390207091,15110.430584221147,33693.79351860109,75131.65924335828
245,15,6,55.83333333,0,1,0,0,0,0,0,147,242.13025991512546,398.8235562351439,656.9200770849662,1082.042374204401
246,17,13,102.0833333,0,0,0,0,0,0,1,2156,4645.298562249719,10008.719263654577,21564.69814722434,46463.10820902144
247,37,3,10.16666667,0,0,0,0,0,0,1,1411,2913.934028611294,6017.726097164303,12427.53851834819,25664.79615910157
248,68,5,34.66666667,0,0,0,0,0,0,1,2128,4578.980414974752,9852.942500339437,21201.330234458015,45620.52439614435
249,30,2,16.33333333,1,0,0,0,0,0,0,3309,7441.602085463607,16735.400906127594,37636.20256394943,84639.96478960905
250,46,5,52.0,1,0,0,0,0,0,0,494,918.5433213866372,1707.9389337327814,3175.7406901142926,5904.9704480977125
251,34,7,63.66666667,1,0,0,0,0,0,0,1449,3000.3728298726132,6212.724029149606,12864.381212254788,26637.63965657206
252,53,4,38.33333333,0,0,0,0,0,1,0,1603,3352.948435965044,7013.264637704566,14669.441483468794,30683.64371707882
253,27,6,52.25,0,0,0,0,0,1,0,1400,2888.955413532993,5961.473843843982,12301.737238434582,25385.121707739956
254,27,8,71.08333333,0,0,0,0,0,1,0,1423,2941.205639982207,6079.192281562282,12565.112175029713,25970.891634719905
255,22,11,86.9722,0,0,0,0,0,1,0,389,706.2273971974437,1282.1520219852835,2327.740065033692,4225.999505092418
256,72,1,8.666666667,0,0,0,0,0,0,1,2384,5188.440923859647,11291.91242465667,24575.260290573773,53484.59991867267
257,26,12,86.9166,0,0,1,0,0,0,0,471,871.6115926600571,1612.9655381303614,2984.8820840670705,5523.689654344302
258,35,10,84.61106667,0,0,0,0,0,0,1,251,436.15523913755203,757.8939945304182,1316.969866236371,2288.4593902202137
259,42,9,77.08333333,0,0,0,1,0,0,0,197,334.1279827982114,566.7081669482321,961.1830287192123,1630.2443984052047
260,52,3,27.66666667,0,0,0,0,0,0,1,687,1320.2385532940425,2537.161335668041,4875.776144506484,9369.996569445177
261,21,1,11.5,1,0,0,0,0,0,0,4160,9571.99942139728,22024.801183468684,50678.217352055864,116608.62191618353
262,60,6,51.0,1,0,0,0,0,0,0,1132,2286.8151964073354,4619.720620600276,9332.55063458042,18853.19665406307
263,64,8,69.66666667,1,0,0,0,0,0,0,666,1275.9147324771375,2444.381988817122,4682.917404404701,8971.476437317639
264,32,7,58.0,0,0,0,0,0,1,0,1979,4227.565777833325,9030.981508796089,19292.101246504255,41212.03992532435
265,30,11,93.833275,0,0,0,0,0,1,0,3294,7404.5036973179485,16644.406497751992,37414.562675248184,84103.29922963229
266,16,13,100.5416333,0,0,0,0,0,1,0,357,642.5915905260846,1156.6497260919962,2081.942260983238,3747.4470276433894
267,32,5,41.25,0,0,1,0,0,0,0,2165,4666.6334613559675,10058.876610922465,21681.796848120874,46734.8723666342
268,66,2,16.25,0,0,0,0,1,0,0,5363,12657.51867029655,29873.7234549516,70506.65903082711,166406.7412013659
269,29,12,100.2498833,0,0,0,0,0,1,0,397,722.2200773759189,1313.8585394581298,2390.163768333658,4348.171943846473
270,57,3,26.25,0,0,0,1,0,0,0,1229,2503.266406190867,5098.732872549821,10385.261768913773,21153.032469991987
271,48,4,26.16666667,0,0,0,1,0,0,0,3672,8344.35821756005,18961.959167473262,43089.70038130273,97918.27218652594
272,32,10,94.0,0,0,0,1,0,0,0,966,1920.7676784454397,3819.201319420992,7593.994256542463,15099.688114148083
273,36,9,82.45833333,0,0,0,0,0,0,1,9391,23441.371875382716,58513.24836545444,146058.01454278003,364583.13643673266
274,66,2,17.5,1,0,0,0,0,0,0,1295,2651.531221516288,5429.048508629843,11116.055307921599,22760.283945216932
275,64,3,23.5,1,0,0,0,0,0,0,67,102.0192867638687,155.34231151952935,236.53599739512075,360.1676678840373
276,30,5,49.25,1,0,0,0,0,0,0,1252,2554.846204329938,5213.44978257115,10638.628105804024,21709.312009098372
277,47,6,56.875,0,0,0,0,0,1,0,999,1993.0676361947799,3976.294897344386,7932.957629493033,15826.747858505503
278,29,8,56.875,0,0,0,0,0,1,0,55,82.11054948483415,122.5844061218435,183.00859899884796,273.21702953172843
279,20,9,79.125,0,0,0,0,0,1,0,1586,3313.854997205977,6924.107782160785,14467.521547986324,30229.047023316234
280,40,11,78.208325,0,0,0,0,0,1,0,834,1634.1151474204262,3201.837308188102,6273.586144947267,12292.280753123776
281,32,12,87.91665,0,0,0,0,0,1,0,334,597.2018074938305,1067.8143678859215,1909.2834448184265,3413.8548630647006
282,46,1,9.75,1,0,0,0,0,0,0,822,1608.2701422844686,3146.633638155354,6156.492614298305,12045.381086095866
283,45,4,35.0,0,0,0,1,0,0,0,593,1122.9493360535012,2126.5011995666055,4026.902378027476,7625.644775308959
284,20,10,89.7083,0,0,0,1,0,0,0,481,891.989175232087,1654.1469620191633,3067.528449821488,5688.57000406908
285,36,7,50.875,0,0,0,0,0,0,1,88,137.69904852264557,215.4662268641123,337.15334577219045,527.5647149892853
286,21,4,35.83333333,1,0,0,0,0,0,0,1978,4225.216002772143,9025.505697715762,19279.429275581293,41182.88832128397
287,31,11,83.80550833,1,0,0,0,0,0,0,4068,9339.401340713628,21441.597198358744,49226.07709473777,113014.27984677126
288,23,13,91.75,1,0,0,0,0,0,0,279,489.96451004573066,860.448821162554,1511.0730648040765,2653.663705519817
289,43,3,27.0,0,0,0,0,0,1,0,2438,5317.862102018853,11599.53131094681,25301.35683333269,55188.32101461665
290,33,6,54.16666667,0,0,0,0,0,1,0,1259,2570.5633017921905,5248.447727180904,10716.018362879953,21879.43093324098
291,43,8,60.75,0,0,0,0,0,1,0,8398,20729.721016267125,51169.48480736676,126307.35229850347,311778.5395869657
292,22,9,73.58333333,0,0,0,0,0,1,0,84,130.82996182444748,203.76760608317105,317.36795386809905,494.30044391507585
293,68,1,10.33333333,0,0,0,0,1,0,0,311,552.1237485993213,980.1949638822063,1740.1572920154986,3089.331727395626
294,31,12,88.83333333,0,0,0,1,0,0,0,2391,5205.201349716633,11331.71103767955,24669.108150534696,53704.59014699647
295,47,2,12.5,0,0,0,1,0,0,0,2011,4302.820981330383,9206.498457174006,19698.614980663406,42147.99295969535
296,43,5,40.5,0,0,0,1,0,0,0,2704,5959.466131997769,13134.33305415251,28947.342086760615,63798.33756560769
297,39,10,78.375,0,0,0,0,0,0,1,569,1073.0587321639048,2023.6468236787432,3816.330219620782,7197.093966581839
298,36,7,56.5,0,0,0,0,0,0,1,1656,3475.0924725122586,7292.4321814682025,15303.065326163225,32113.265169875052
299,27,1,6.333333333,0,0,0,0,0,1,0,266,464.910976866439,812.5647233492718,1420.188944735029,2482.185825683003
300,44,2,6.0,0,0,0,0,0,1,0,3394,7652.142021010426,17252.5861843587,38897.83138256781,87699.39011453291
301,71,3,13.04166667,0,0,0,0,0,1,0,4050,9293.954147845512,21327.798445001146,48943.106375884316,112314.81148409711
302,21,4,15.41666667,0,0,0,0,0,1,0,35,49.9430255960178,71.26588016241392,101.69239077354787,145.10930500924405
303,37,5,22.125,0,0,0,0,0,1,0,1619,3389.780161122861,7097.3499325152015,14860.071647799077,31113.265018266546
304,29,6,23.5,0,0,0,0,0,1,0,96,151.52990687977484,239.18034040617928,377.5309865543874,595.9087003834978
305,25,7,25.66666667,0,0,0,0,0,1,0,1664,3493.5636015867003,7334.72754707417,15399.241097363954,32330.665979452322
306,47,8,34.0,0,0,0,0,0,1,0,3720,8464.420568798821,19259.789130511945,43823.375071783135,99714.91326660915
307,30,9,34.875,0,0,0,0,0,1,0,1073,2156.0542992524406,4332.311408504124,8705.217742782585,17492.00572251164
308,28,10,37.16666667,0,0,0,0,0,1,0,1018,2034.803874004276,4067.216901436938,8129.654918919007,16249.757685004211
309,39,9,73.0,1,0,0,0,0,0,0,289,509.31636052353986,897.5887719617443,1581.8569085894437,2787.7702545044717
310,27,11,78.16666667,1,0,0,0,0,0,0,2569,5633.009902406756,12351.421004520245,27082.78584167277,59384.04080611285
311,52,3,20.66666667,1,0,0,0,0,0,0,520,971.859933493805,1816.3687121741957,3394.723030411235,6344.6063433948975
312,58,6,50.5,1,0,0,0,0,0,0,1108,2233.540009592798,4502.437702573816,9076.150495846294,18295.9794815507
313,17,12,81.83333333,1,0,0,0,0,0,0,246,426.60762916434766,739.8132896797779,1282.9674533925481,2224.893104011443
314,46,2,12.16666667,0,0,0,0,0,1,0,29,40.61044960745049,56.86926266618188,79.63745950751189,111.52113917914444
315,50,5,47.33333333,0,0,0,0,0,1,0,856,1681.5939691764543,3303.455931274086,6489.569592839593,12748.62276853965
316,36,7,57.66666667,0,0,0,0,0,1,0,1582,3304.662612662546,6903.157385290536,14420.10500663399,30122.365288300425
317,34,1,5.833333333,1,0,0,0,0,0,0,352,632.6986820904796,1137.237563406333,2044.1156465652703,3674.1740784726517
318,38,13,67.16666667,0,0,0,0,0,0,1,382,692.2607350920747,1254.5155113880078,2273.4341102038543,4119.919288777787
319,25,4,34.0,0,0,0,1,0,0,0,2642,5809.330632117557,12773.778347183692,28087.47230892286,61759.808199462124
320,21,10,79.5,0,1,0,0,0,0,0,311,552.1237485993213,980.1949638822063,1740.1572920154986,3089.331727395626
321,32,8,50.0,0,0,0,0,0,0,1,4,4.59479341998814,5.278031643091577,6.062866266041593,6.964404506368992
322,55,6,60.1666,1,0,0,0,0,0,0,355,638.6327534475822,1148.8782923268725,2066.792414661597,3718.0882551546783
323,42,8,83.1666,1,0,0,0,0,0,0,1340,2753.057475247573,5656.21303135562,11620.805647437557,23875.183474684425
324,41,11,91.08326667,1,0,0,0,0,0,0,3383,7624.86568057973,17185.508911286575,38734.022199517036,87301.7193437512
325,44,2,10.0,0,0,0,0,0,1,0,3341,7520.8014464612515,16929.79778422435,38110.04120439718,85788.10326690444
326,39,3,16.66666667,0,0,0,0,0,1,0,2278,4935.249256070656,10692.135741679507,23164.334927537428,50185.147813213516
327,21,4,44.41666667,0,0,1,0,0,0,0,11512,29326.879789879975,74710.37857974884,190325.0774552396,484854.1233086688
328,48,7,52.83333333,0,0,0,0,1,0,0,1198,2433.8987063187396,4944.793750100188,10046.015952739428,20409.83742156083
329,75,1,10.66666667,0,0,0,1,0,0,0,953,1892.3531641765903,3757.608077617155,7461.407697181887,14815.969008366934
330,24,9,87.91666667,0,0,0,1,0,0,0,2524,5524.567517945615,12092.252876521283,26467.697092081577,57932.876239990976
331,26,10,94.16666667,0,0,0,1,0,0,0,857,1683.7550221841527,3308.0874850995947,6499.426974166845,12769.478190283035
332,38,5,47.83333333,0,0,0,0,0,0,1,220,377.28101248452657,647.0043744606788,1109.5566612656485,1902.7939116875193
333,24,12,92.5416,0,0,0,0,0,0,1,155,256.66394663851116,425.0089129293964,703.7707416064661,1165.371458512434
334,51,3,24.0,1,0,0,0,0,0,0,1529,3183.0849848150365,6626.572936922776,13795.254948528818,28719.077101607156
335,41,4,32.66666667,1,0,0,0,0,0,0,1557,3247.2630725780737,6772.458228984698,14124.568733178874,29458.054247490392
336,39,8,57.0,1,0,0,0,0,0,0,397,722.2200773759189,1313.8585394581298,2390.163768333658,4348.171943846473
337,18,11,78.49986667,1,0,0,0,0,0,0,4829,11278.281390667878,26340.78093333716,61519.72238892436,143681.2466717868
338,48,12,91.99986667,1,0,0,0,0,0,0,479,887.9102403107287,1645.8968577216178,3050.9575667354384,5655.483228095815
339,56,1,9.0,0,0,0,0,0,1,0,643,1227.5298740220674,2343.4363788750084,4473.776303171336,8540.737265684
340,36,5,40.33333333,0,0,0,0,0,1,0,51,75.56613219696311,111.96549676880197,165.89803000646933,245.8092640526393
341,36,10,83.5,0,0,0,0,0,1,0,2376,5169.2921773746675,11246.456908698183,24468.10678506515,53233.498737039175
342,35,14,96.6666,0,0,0,0,1,0,0,487,904.2361330334803,1678.9383660848887,3117.364960472586,5788.160240475967
343,42,9,70.33326667,0,0,0,1,0,0,0,1571,3279.3955540070187,6845.5984720821025,14289.895094757027,29829.54706618257
344,45,13,84.16666667,0,0,0,1,0,0,0,5763,13699.77648309178,32567.04419341909,77418.22421738913,184038.23833005587
345,35,15,95.33333333,0,0,0,0,0,0,1,250,434.2441830549219,754.2720420681452,1310.1529868361977,2275.7052537825994
346,59,2,13.0,0,0,0,0,0,0,1,429,786.5077772040875,1441.9451832226425,2643.5923098055505,4846.633826151469
347,48,6,51.66666667,0,0,0,0,0,0,1,57,85.40087909704994,127.95280965875322,191.70670925956188,287.22669297489705
348,41,7,51.0,0,0,0,0,0,0,1,791,1541.6796217561887,3004.773775143238,5856.3824236735045,11414.24202248868
349,75,1,7.0,1,0,0,0,0,0,0,667,1278.022257291896,2448.7869417293423,4692.060292197681,8990.341058446993
350,48,3,24.58333333,1,0,0,0,0,0,0,2390,5202.806702399697,11326.024093110947,24655.69626074397,53673.147178966385
351,54,10,76.54166667,1,0,0,0,0,0,0,619,1177.2256439258565,2238.869493887957,4257.923395166731,8097.797432410528
352,29,4,25.29166667,0,0,0,0,0,1,0,117,188.3668381387757,303.265518892305,488.24928983127046,786.0681619574274
353,40,7,52.45833333,0,0,0,0,0,1,0,13433,34752.84122667485,89909.92133748741,232608.14568186743,601786.1948122664
354,18,11,75.875,0,0,0,0,0,1,0,508,947.2183078542099,1766.1860683743928,3293.2357855143155,6140.577220708258
355,31,15,79.33333333,0,0,0,0,0,1,0,1602,3350.6476697665876,7008.0148607442225,14657.545981799154,30656.84911885884
356,34,13,79.125,0,0,0,0,0,1,0,141,231.2815684787204,379.369956865085,622.278572038733,1020.7203132752938
357,47,5,38.83333333,0,0,0,1,0,0,0,5408,12774.395302318038,30174.77354657634,71276.716982599,168364.82222395772
358,36,9,62.54166667,0,0,0,1,0,0,0,376,680.3096469794633,1230.9074887588333,2227.1229764412224,4029.609696496217
359,21,8,67.25,0,1,0,0,0,0,0,594,1125.032554213941,2130.8051313823944,4035.732558066174,7643.654053746706
360,18,14,91.75,0,1,0,0,0,0,0,1196,2429.4294826374585,4934.889306946571,10024.218708903289,20362.1508961669
361,38,2,19.25,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0
362,50,6,43.875,0,0,0,0,0,0,1,1204,2447.3108499491836,4974.526907208461,10111.473150644038,20553.087998788185
363,39,12,89.375,0,0,0,0,0,0,1,174,291.47692091886864,488.2689392433582,817.9260171895185,1370.1526266082426
364,51,1,4.5,1,0,0,0,0,0,0,548,1029.5764835465498,1934.3571815183896,3634.249388450217,6827.988514036073
365,71,3,16.5,1,0,0,0,0,0,0,799,1558.8396982754632,3041.2781037791406,5933.498174802064,11576.185862986791
366,50,5,39.0,1,0,0,0,0,0,0,1826,3869.4643564966664,8199.755972726252,17376.047901662037,36821.46660036136
367,24,6,34.75,1,0,0,0,0,0,0,126,204.36550822691996,331.4703250225972,537.6277891697256,872.0045743697319
368,39,11,71.625,1,0,0,0,0,0,0,572,1079.2837336538933,2036.4569540732277,3842.5085049258532,7250.2743457923225
369,32,12,73.375,1,0,0,0,0,0,0,88,137.69904852264557,215.4662268641123,337.15334577219045,527.5647149892853
370,50,14,90.625,1,0,0,0,0,0,0,2359,5128.622519282076,11149.965640223478,24240.76510032705,52701.03169909459
371,61,4,24.0,0,0,0,0,0,0,1,645,1231.7304732851899,2352.185982665668,4491.874656873756,8577.951778370316
372,34,7,42.5,0,0,0,1,0,0,0,1821,3857.8109403899966,8172.820017458937,17314.219921576856,36680.38826896074
373,32,8,55.0,0,0,0,1,0,0,0,7947,19508.48456336219,47889.89177789608,117561.24505979258,288592.1397380897
374,50,9,65.75,0,1,0,0,0,0,0,10253,25818.79998494252,65016.13504949444,163721.6996622362,412279.1199428557
375,18,16,94.75,0,1,0,0,0,0,0,1251,2552.6016208122055,5208.453265046433,10627.582930681176,21685.040299099004
376,50,2,10.75,0,0,0,0,0,0,1,819,1601.8147628155295,3132.857795328165,6127.298982122548,11983.880300059158
377,34,10,53.875,0,0,0,0,0,0,1,550,1033.7105732284022,1942.8319076439818,3651.501608976528,6862.901493381007
378,40,13,86.375,0,0,0,0,0,0,1,868,1707.5431912148117,3359.105702608362,6608.085335322298,12999.528941585275
379,31,15,90.625,0,0,0,0,0,0,1,66,100.34559884453336,152.56423041618189,231.95680399041126,352.66430912851274
380,32,2,10.33333333,1,0,0,0,0,0,0,8415,20775.884983235814,51293.80829906626,126639.84094753978,312662.48007383937
381,55,5,32.5,1,0,0,0,0,0,0,1137,2297.9284981918167,4644.217575023827,9386.174069877346,18969.882923623736
382,68,8,55.45833333,1,0,0,0,0,0,0,622,1183.503163569625,2251.896685175737,4284.769856812599,8152.7953066004375
383,49,10,80.5,1,0,0,0,0,0,0,2353,5114.27550754519,11115.943037431603,24160.643952232866,52513.46774816156
384,17,14,100.3333333,1,0,0,0,0,0,0,594,1125.032554213941,2130.8051313823944,4035.732558066174,7643.654053746706
385,38,4,23.5,0,0,0,0,0,1,0,7910,19408.59652674086,47622.45501110198,116850.19152001855,286712.79662255774
386,58,1,4.0,1,0,0,0,0,0,0,2534,5548.649240170099,12149.766531349707,26604.101354545244,58254.469915669106
387,52,3,15.0,0,0,1,0,0,0,0,1237,2521.196349286846,5138.586120984081,10473.229239063154,21346.05280741328
388,46,13,97.75,0,0,0,1,0,0,0,4349,10051.44147808651,23230.967069992585,53691.585648053646,124092.39618465849
389,27,7,53.79166667,0,1,0,0,0,0,0,3277,7362.47927907435,16541.379656636884,37163.73664000338,83496.25906164193
390,26,9,57.75,0,0,0,0,0,0,1,2,2.1435469250725863,2.2973967099940698,2.4622888266898326,2.6390158215457884
391,53,6,37.33333333,0,0,0,0,0,0,1,31,43.70165288902177,61.60756339459819,86.8500758325527,122.43522152965917
392,27,11,97.08333333,0,0,0,0,0,0,1,19,25.505213368279996,34.237679419025696,45.95996414826417,61.69572063157768
393,38,12,97.25,0,0,0,0,0,0,1,341,610.98397113866,1094.725551285532,1961.4655854293053,3514.4399784088328
394,51,1,12.0,1,0,0,0,0,0,0,2280,4940.015728794196,10703.401491550003,23190.7770701124,50246.8436356644
395,68,3,15.75,1,0,0,0,0,0,0,1849,3923.111055096672,8323.850919752134,17661.1095534106,37472.41435059948
396,74,3,15.58333333,1,0,0,0,0,0,0,1472,3052.8016728241546,6331.248677715993,13130.466409237159,27231.460474918822
397,24,11,81.625,1,0,0,0,0,0,0,62,93.67654367085214,141.53701345350098,213.8499713196592,323.1084867312341
398,38,8,54.75,0,0,0,0,0,1,0,4565,10601.928233017257,24622.318128816696,57183.80059851794,132805.81599926733
399,39,9,74.83333333,0,0,0,0,0,1,0,1824,3864.8026066442562,8188.9798181602055,17351.31060689845,36765.016700786815
400,26,10,75.33333333,0,0,0,0,0,1,0,368,664.4045539771043,1199.5473134388978,2165.719287390774,3910.091731463254
401,28,12,72.33333333,0,0,0,0,0,1,0,217,371.6256717411289,636.4315202628807,1089.9276093775156,1866.5671888669194
402,33,1,11.66666667,0,0,0,0,1,0,0,1551,3233.500836207608,6741.152583981484,14053.850752615863,29299.25090942633
403,27,5,28.29166667,0,0,1,0,0,0,0,83,129.11773577858514,200.86011677817484,312.4651022484354,486.0817652065305
404,51,6,36.33333333,0,0,0,0,0,0,1,225,386.7236837071829,664.6898112891248,1142.450188197167,1963.6113121403212
405,26,7,47.25,0,0,0,0,0,0,1,45,65.84666218484509,96.35073157522456,140.98609051769998,206.29918833513275
406,29,13,80.08333333,0,0,0,0,0,0,1,99,156.74681105322793,248.17740177127587,392.9395586174062,622.1416439388008
407,54,1,9.5,1,0,0,0,0,0,0,3402,7671.984914470045,17301.39698055727,39017.06544212021,87988.92930006945
408,44,7,60.58333333,1,0,0,0,0,0,0,1952,4164.163706445302,8883.329597375123,18950.63458083035,40427.02086864799
409,55,10,90.0416,1,0,0,0,0,0,0,602,1141.710881774287,2165.2886006010262,4106.534148651178,7788.163993177325
410,46,1,11.0,0,0,0,0,0,1,0,2696,5940.074291324217,13087.716092897193,28836.055599246603,63534.24055203271
411,24,12,94.4722,0,0,0,0,0,1,0,681,1307.560592033124,2510.594275826742,4820.490657349467,9255.62939473422
412,59,8,57.58333333,1,0,0,0,0,0,0,1188,2411.5600721918513,4895.304698476395,9937.139185234717,20171.72398226016
413,22,14,97.2222,0,0,0,0,1,0,0,939,1861.7962511702408,3691.4646228664083,7319.227897955533,14512.152355563614
414,41,4,29.0,0,0,0,0,1,0,0,991,1975.5181310474536,3938.114920380644,7850.471672412171,15649.595485494092
415,29,3,19.5,0,0,0,1,0,0,0,2069,4439.525345389687,9526.044123904003,20440.36458645351,43859.60205440598
416,34,5,39.83333333,0,0,0,1,0,0,0,353,634.6761460828862,1141.115610217067,2051.6681522028016,3688.795569068184
417,24,13,96.70833333,0,1,0,0,0,0,0,325,579.5243614072398,1033.3799552752882,1842.6734112983186,3285.7665598915596
418,26,6,51.08333333,0,0,0,0,0,0,1,29,40.61044960745049,56.86926266618188,79.63745950751189,111.52113917914444
419,32,9,89.70833333,0,0,0,0,0,0,1,35,49.9430255960178,71.26588016241392,101.69239077354787,145.10930500924405
420,33,11,92.4444,0,0,0,0,0,0,1,84,130.82996182444748,203.76760608317105,317.36795386809905,494.30044391507585
