index,season,week,placement,Judge_Share,Has_Previous_Week,is_eliminated,log_fame,age_scaled,industry_Actor_Performer,industry_Influencer,industry_Model_Fashion,industry_Music,industry_Others,industry_Sports,industry_TV_Media,pred_V,pred_sigma,pred_total_score
92,9,1,11,0.0541874056646528,0,0,9.82748048286309,0.0155486240494468,0,0,0,0,0,1,0,0.06289215764026321,0.7327297273680926,0.117079563304916
93,9,1,10,0.0665022325211133,0,0,6.435156045252569,-0.8572474725928457,0,0,0,0,0,1,0,0.06147641637703716,0.710823064347942,0.12797864889815047
94,9,1,8,0.0665022325211133,0,0,5.982852753150009,-1.293645520913992,0,0,0,0,0,1,0,0.0611595202826081,0.7052808496700246,0.12766175280372138
95,9,1,7,0.0467982139831092,0,0,8.461398834889472,0.3064806562635443,0,0,0,0,0,1,0,0.06258548759004728,0.7292867805437574,0.1093837015731565
96,9,1,4,0.0837439260844377,0,0,7.706396762420884,-0.6390484484322726,0,0,1,0,0,0,0,0.0613764763680758,0.7225832758829298,0.1451204024525135
97,9,1,14,0.0492610315705677,0,0,7.373650530974777,0.5246796804241175,0,0,1,0,0,0,0,0.06175148691722256,0.7309930779563181,0.11101251848779026
98,9,1,13,0.0492610315705677,0,0,9.687771479058547,1.6884078092805077,0,0,0,0,1,0,0,0.0637491327022013,0.7439451463937419,0.113010164272769
99,9,1,15,0.0467979676767199,0,1,8.054406223525618,0.23374764821002,0,0,0,1,0,0,0,0.06338316341818018,0.726331289043956,0.11018113109490008
100,9,1,5,0.078817798296742,0,0,9.35634283063212,-1.293645520913992,0,0,0,1,0,0,0,0.06315088813028814,0.7190522658974249,0.14196868642703014
101,9,1,2,0.0763547344028942,0,0,10.028191742781582,-0.7117814564857969,0,0,0,1,0,0,0,0.0636094088665919,0.7268434379427007,0.13996414326948609
102,9,1,1,0.0738916705090463,0,0,8.267766260925985,0.8883447206917394,0,0,0,1,0,0,0,0.06372813979014459,0.7328056936715596,0.1376198102991909
103,9,1,3,0.0763544880965048,0,0,8.642476046070895,-1.075446496753419,0,0,0,0,0,0,1,0.061034317845529505,0.7154233778166788,0.13738880594203431
89,9,2,12,0.0714285714285714,1,0,6.692380020870572,0.4519466723705931,1,0,0,0,0,0,0,0.07163899139555946,0.7214187955005729,0.14306756282413086
90,9,2,9,0.064625850340136,1,0,8.528125210346495,-0.4208494242716994,1,0,0,0,0,0,0,0.07187995616308152,0.7219485477783109,0.13650580650321753
91,9,2,6,0.0714285714285714,1,0,6.853568660068067,0.4519466723705931,1,0,0,0,0,0,0,0.07169671947181051,0.7221105719416886,0.1431252909003819
92,9,2,11,0.064625850340136,1,0,9.82748048286309,0.0155486240494468,0,0,0,0,0,1,0,0.07189484960588884,0.7327297273680926,0.13652069994602484
93,9,2,10,0.0714285714285714,1,0,6.435156045252569,-0.8572474725928457,0,0,0,0,0,1,0,0.07027645219324662,0.710823064347942,0.14170502362181803
94,9,2,8,0.064625850340136,1,0,5.982852753150009,-1.293645520913992,0,0,0,0,0,1,0,0.06991419403730946,0.7052808496700246,0.13454004437744546
95,9,2,7,0.0680272108843537,1,0,8.461398834889472,0.3064806562635443,0,0,0,0,0,1,0,0.0715442813002979,0.7292867805437574,0.1395714921846516
96,9,2,4,0.0680272108843537,1,0,7.706396762420884,-0.6390484484322726,0,0,1,0,0,0,0,0.07016220628114123,0.7225832758829298,0.13818941716549493
97,9,2,14,0.0612244897959183,1,1,7.373650530974777,0.5246796804241175,0,0,1,0,0,0,0,0.07059089767992809,0.7309930779563181,0.13181538747584637
98,9,2,13,0.0612244897959183,1,0,9.687771479058547,1.6884078092805077,0,0,0,0,1,0,0,0.07287449628213186,0.7439451463937419,0.13409898607805015
100,9,2,5,0.0918367346938775,1,0,9.35634283063212,-1.293645520913992,0,0,0,1,0,0,0,0.07219061604747282,0.7190522658974249,0.16402735074135033
101,9,2,2,0.0918367346938775,1,0,10.028191742781582,-0.7117814564857969,0,0,0,1,0,0,0,0.07271477169127023,0.7268434379427007,0.16455150638514773
102,9,2,1,0.0850340136054421,1,0,8.267766260925985,0.8883447206917394,0,0,0,1,0,0,0,0.07285049834166145,0.7328056936715596,0.15788451194710357
103,9,2,3,0.064625850340136,1,0,8.642476046070895,-1.075446496753419,0,0,0,0,0,0,1,0.06977106950919988,0.7154233778166788,0.13439691984933588
89,9,3,12,0.065891472868217,1,1,6.692380020870572,0.4519466723705931,1,0,0,0,0,0,0,0.07708014825411971,0.7214187955005729,0.14297162112233672
90,9,3,9,0.0736434108527131,1,0,8.528125210346495,-0.4208494242716994,1,0,0,0,0,0,0,0.07733941488591893,0.7219485477783109,0.15098282573863203
91,9,3,6,0.0697674418604651,1,0,6.853568660068067,0.4519466723705931,1,0,0,0,0,0,0,0.07714226091915274,0.7221105719416886,0.14690970277961785
92,9,3,11,0.065891472868217,1,0,9.82748048286309,0.0155486240494468,0,0,0,0,0,1,0,0.07735543952218528,0.7327297273680926,0.14324691239040227
93,9,3,10,0.1007751937984496,1,0,6.435156045252569,-0.8572474725928457,0,0,0,0,0,1,0,0.07561412086218698,0.710823064347942,0.17638931466063656
94,9,3,8,0.0775193798449612,1,0,5.982852753150009,-1.293645520913992,0,0,0,0,0,1,0,0.07522434831204425,0.7052808496700246,0.15274372815700543
95,9,3,7,0.0542635658914728,1,0,8.461398834889472,0.3064806562635443,0,0,0,0,0,1,0,0.07697824469515399,0.7292867805437574,0.1312418105866268
96,9,3,4,0.0891472868217054,1,0,7.706396762420884,-0.6390484484322726,0,0,1,0,0,0,0,0.07549119769323995,0.7225832758829298,0.16463848451494534
98,9,3,13,0.0581395348837209,1,1,9.687771479058547,1.6884078092805077,0,0,0,0,1,0,0,0.07840949276289225,0.7439451463937419,0.13654902764661314
100,9,3,5,0.0813953488372093,1,0,9.35634283063212,-1.293645520913992,0,0,0,1,0,0,0,0.07767367014941463,0.7190522658974249,0.15906901898662393
101,9,3,2,0.1046511627906976,1,0,10.028191742781582,-0.7117814564857969,0,0,0,1,0,0,0,0.07823763669814862,0.7268434379427007,0.18288879948884623
102,9,3,1,0.0813953488372093,1,0,8.267766260925985,0.8883447206917394,0,0,0,1,0,0,0,0.07838367212006606,0.7328056936715596,0.15977902095727536
103,9,3,3,0.0775193798449612,1,0,8.642476046070895,-1.075446496753419,0,0,0,0,0,0,1,0.07507035312547646,0.7154233778166788,0.15258973297043765
90,9,4,9,0.1157024793388429,1,0,8.528125210346495,-0.4208494242716994,1,0,0,0,0,0,0,0.0915790008532943,0.7219485477783109,0.2072814801921372
91,9,4,6,0.0909090909090909,1,0,6.853568660068067,0.4519466723705931,1,0,0,0,0,0,0,0.09134554727315869,0.7221105719416886,0.18225463818224957
92,9,4,11,0.0702479338842975,1,1,9.82748048286309,0.0155486240494468,0,0,0,0,0,1,0,0.09159797591511076,0.7327297273680926,0.16184590979940827
93,9,4,10,0.0991735537190082,1,0,6.435156045252569,-0.8572474725928457,0,0,0,0,0,1,0,0.08953604897546338,0.710823064347942,0.18870960269447157
94,9,4,8,0.0661157024793388,1,0,5.982852753150009,-1.293645520913992,0,0,0,0,0,1,0,0.08907451224474511,0.7052808496700246,0.1551902147240839
95,9,4,7,0.0661157024793388,1,0,8.461398834889472,0.3064806562635443,0,0,0,0,0,1,0,0.09115133269396007,0.7292867805437574,0.15726703517329887
96,9,4,4,0.1074380165289256,1,0,7.706396762420884,-0.6390484484322726,0,0,1,0,0,0,0,0.08939049342645264,0.7225832758829298,0.19682850995537823
100,9,4,5,0.0743801652892562,1,0,9.35634283063212,-1.293645520913992,0,0,0,1,0,0,0,0.0919747985601433,0.7190522658974249,0.16635496384939952
101,9,4,2,0.1157024793388429,1,0,10.028191742781582,-0.7117814564857969,0,0,0,1,0,0,0,0.09264260155715232,0.7268434379427007,0.2083450808959952
102,9,4,1,0.0991735537190082,1,0,8.267766260925985,0.8883447206917394,0,0,0,1,0,0,0,0.09281552474319033,0.7328056936715596,0.19198907846219854
103,9,4,3,0.0950413223140495,1,0,8.642476046070895,-1.075446496753419,0,0,0,0,0,0,1,0.08889216375732899,0.7154233778166788,0.1839334860713785
90,9,5,9,0.0950413223140495,1,0,8.528125210346495,-0.4208494242716994,1,0,0,0,0,0,0,0.10081329458237355,0.7219485477783109,0.19585461689642306
91,9,5,6,0.1074380165289256,1,0,6.853568660068067,0.4519466723705931,1,0,0,0,0,0,0,0.10055630090122142,0.7221105719416886,0.207994317430147
93,9,5,10,0.0909090909090909,1,1,6.435156045252569,-0.8572474725928457,0,0,0,0,0,1,0,0.09856434332107604,0.710823064347942,0.18947343423016694
94,9,5,8,0.0909090909090909,1,0,5.982852753150009,-1.293645520913992,0,0,0,0,0,1,0,0.09805626791120096,0.7052808496700246,0.18896535882029186
95,9,5,7,0.0867768595041322,1,0,8.461398834889472,0.3064806562635443,0,0,0,0,0,1,0,0.1003425028536067,0.7292867805437574,0.1871193623577389
96,9,5,4,0.0991735537190082,1,0,7.706396762420884,-0.6390484484322726,0,0,1,0,0,0,0,0.09840411079720274,0.7225832758829298,0.19757766451621095
100,9,5,5,0.0991735537190082,1,0,9.35634283063212,-1.293645520913992,0,0,0,1,0,0,0,0.10124900222761765,0.7190522658974249,0.20042255594662584
101,9,5,2,0.1115702479338842,1,0,10.028191742781582,-0.7117814564857969,0,0,0,1,0,0,0,0.10198414259422102,0.7268434379427007,0.2135543905281052
102,9,5,1,0.1198347107438016,1,0,8.267766260925985,0.8883447206917394,0,0,0,1,0,0,0,0.1021745023484413,0.7328056936715596,0.22200921309224292
103,9,5,3,0.0991735537190082,1,0,8.642476046070895,-1.075446496753419,0,0,0,0,0,0,1,0.09785553246303877,0.7154233778166788,0.19702908618204695
90,9,6,9,0.0923076272187096,1,1,8.528125210346495,-0.4208494242716994,1,0,0,0,0,0,0,0.11183637327348535,0.7219485477783109,0.20414400049219494
91,9,6,6,0.1230773491139007,1,0,6.853568660068067,0.4519466723705931,1,0,0,0,0,0,0,0.11155127951305108,0.7221105719416886,0.23462862862695177
94,9,6,8,0.0923080118354255,1,1,5.982852753150009,-1.293645520913992,0,0,0,0,0,1,0,0.10877788912018478,0.7052808496700246,0.2010859009556103
95,9,6,7,0.0846149082823748,1,0,8.461398834889472,0.3064806562635443,0,0,0,0,0,1,0,0.11131410446230769,0.7292867805437574,0.1959290127446825
96,9,6,4,0.1384616331364224,1,0,7.706396762420884,-0.6390484484322726,0,0,1,0,0,0,0,0.10916376567546027,0.7225832758829298,0.24762539881188267
100,9,6,5,0.1269227470402782,1,0,9.35634283063212,-1.293645520913992,0,0,0,1,0,0,0,0.11231972185418088,0.7190522658974249,0.23924246889445908
101,9,6,2,0.1269235162737101,1,0,10.028191742781582,-0.7117814564857969,0,0,0,1,0,0,0,0.11313524358460786,0.7268434379427007,0.24005875985831795
102,9,6,1,0.1192307973373754,1,0,8.267766260925985,0.8883447206917394,0,0,0,1,0,0,0,0.11334641756337147,0.7328056936715596,0.23257721490074687
103,9,6,3,0.096153409761803,1,0,8.642476046070895,-1.075446496753419,0,0,0,0,0,0,1,0.10855520495335057,0.7154233778166788,0.20470861471515356
91,9,7,6,0.1225071225071225,1,1,6.853568660068067,0.4519466723705931,1,0,0,0,0,0,0,0.14312717583933512,0.7221105719416886,0.26563429834645763
95,9,7,7,0.1339031339031339,1,1,8.461398834889472,0.3064806562635443,0,0,0,0,0,1,0,0.14282286561231994,0.7292867805437574,0.27672599951545385
96,9,7,4,0.1566951566951566,1,0,7.706396762420884,-0.6390484484322726,0,0,1,0,0,0,0,0.14006384824378096,0.7225832758829298,0.2967590049389376
100,9,7,5,0.150997150997151,1,0,9.35634283063212,-1.293645520913992,0,0,0,1,0,0,0,0.14411313478630003,0.7190522658974249,0.295110285783451
101,9,7,2,0.1396011396011396,1,0,10.028191742781582,-0.7117814564857969,0,0,0,1,0,0,0,0.14515949949516888,0.7268434379427007,0.28476063909630844
102,9,7,1,0.1481481481481481,1,0,8.267766260925985,0.8883447206917394,0,0,0,1,0,0,0,0.1454304487422159,0.7328056936715596,0.29357859689036403
103,9,7,3,0.1481481481481481,1,0,8.642476046070895,-1.075446496753419,0,0,0,0,0,0,1,0.13928302728087916,0.7154233778166788,0.2874311754290273
96,9,8,4,0.198473282442748,1,0,7.706396762420884,-0.6390484484322726,0,0,1,0,0,0,0,0.19615412978740188,0.7225832758829298,0.39462741223014985
100,9,8,5,0.1908396946564885,1,1,9.35634283063212,-1.293645520913992,0,0,0,1,0,0,0,0.20182500266407175,0.7190522658974249,0.39266469732056025
101,9,8,2,0.2251908396946564,1,0,10.028191742781582,-0.7117814564857969,0,0,0,1,0,0,0,0.20329039692163334,0.7268434379427007,0.42848123661628973
102,9,8,1,0.1908396946564885,1,0,8.267766260925985,0.8883447206917394,0,0,0,1,0,0,0,0.20366985110940172,0.7328056936715596,0.39450954576589026
103,9,8,3,0.1946564885496183,1,0,8.642476046070895,-1.075446496753419,0,0,0,0,0,0,1,0.19506061951749135,0.7154233778166788,0.3897171080671097
96,9,9,4,0.2531258701201785,1,1,7.706396762420884,-0.6390484484322726,0,0,1,0,0,0,0,0.24575328774029034,0.7225832758829298,0.4988791578604689
101,9,9,2,0.2718749970703024,1,0,10.028191742781582,-0.7117814564857969,0,0,0,1,0,0,0,0.2546940177281379,0.7268434379427007,0.5265690147984403
102,9,9,1,0.2312501699224591,1,0,8.267766260925985,0.8883447206917394,0,0,0,1,0,0,0,0.255169419975809,0.7328056936715596,0.48641958989826806
103,9,9,3,0.2437489628870599,1,0,8.642476046070895,-1.075446496753419,0,0,0,0,0,0,1,0.24438327455576275,0.7154233778166788,0.48813223744282264
101,9,10,2,0.3432030932030932,1,1,10.028191742781582,-0.7117814564857969,0,0,0,1,0,0,0,0.33767998400030036,0.7268434379427007,0.6808830772033936
102,9,10,1,0.3512776905634048,1,0,8.267766260925985,0.8883447206917394,0,0,0,1,0,0,0,0.33831028472278785,0.7328056936715596,0.6895879752861926
103,9,10,3,0.305519216233502,1,1,8.642476046070895,-1.075446496753419,0,0,0,0,0,0,1,0.3240097312769118,0.7154233778166788,0.6295289475104138
104,10,1,9,0.0717703349282296,0,0,6.143741758222573,-0.4935824323252238,1,0,0,0,0,0,0,0.09053840701837457,0.7111567594996318,0.16230874194660416
105,10,1,11,0.0861244019138755,0,0,8.973251855202497,-0.0571843840040775,1,0,0,0,0,0,0,0.09209509255066353,0.7269334159815541,0.17821949446453905
106,10,1,5,0.0861244019138755,0,0,6.941557449152419,0.0882816321029712,1,0,0,0,0,0,0,0.09125320508643997,0.7194287600394781,0.17737760700031546
107,10,1,10,0.0669856459330143,0,0,9.09939792599971,2.9976019542439465,0,0,0,0,1,0,0,0.09347542955815347,0.7526533219513248,0.16046107549116778
108,10,1,4,0.0861244019138755,0,0,9.704122537598767,-0.4935824323252238,0,0,0,0,0,1,0,0.09132022900599714,0.7278748773662408,0.17744463091987264
109,10,1,2,0.1100478468899521,0,0,8.584787507280835,-1.075446496753419,0,0,0,0,0,1,0,0.09045944772016587,0.7181604846871579,0.20050729461011796
110,10,1,6,0.1004784688995215,0,0,10.261020617465578,0.23374764821002,0,0,1,0,0,0,0,0.09115561379123097,0.7410682803692233,0.19163408269075247
111,10,1,1,0.1196172248803827,0,0,10.635174258421854,-0.5663154403787483,0,0,0,1,0,0,0,0.09310460719535155,0.7306984871077308,0.21272183207573425
112,10,1,3,0.1004784688995215,0,0,8.620825185735894,-0.4935824323252238,0,0,0,0,0,0,1,0.08931460104941714,0.7202116210867221,0.18979306994893863
113,10,1,8,0.0765550239234449,0,0,8.799778395112169,-0.2753834081646507,0,0,0,0,0,0,1,0.08952457462573635,0.7228161963587396,0.16607959854918125
114,10,1,7,0.0956937799043062,0,0,5.104283479127608,-0.4935824323252238,0,0,0,0,0,0,1,0.08775879239846948,0.705249447278444,0.18345257230277567
104,10,2,9,0.0863636363636363,1,0,6.143741758222573,-0.4935824323252238,1,0,0,0,0,0,0,0.09053840701837457,0.7111567594996318,0.17690204338201088
105,10,2,11,0.0909090909090909,1,1,8.973251855202497,-0.0571843840040775,1,0,0,0,0,0,0,0.09209509255066353,0.7269334159815541,0.18300418345975444
106,10,2,5,0.0954545454545454,1,0,6.941557449152419,0.0882816321029712,1,0,0,0,0,0,0,0.09125320508643997,0.7194287600394781,0.18670775054098537
107,10,2,10,0.0545454545454545,1,0,9.09939792599971,2.9976019542439465,0,0,0,0,1,0,0,0.09347542955815347,0.7526533219513248,0.14802088410360797
108,10,2,4,0.0727272727272727,1,0,9.704122537598767,-0.4935824323252238,0,0,0,0,0,1,0,0.09132022900599714,0.7278748773662408,0.16404750173326982
109,10,2,2,0.1090909090909091,1,0,8.584787507280835,-1.075446496753419,0,0,0,0,0,1,0,0.09045944772016587,0.7181604846871579,0.19955035681107497
110,10,2,6,0.1,1,0,10.261020617465578,0.23374764821002,0,0,1,0,0,0,0,0.09115561379123097,0.7410682803692233,0.19115561379123097
111,10,2,1,0.1272727272727273,1,0,10.635174258421854,-0.5663154403787483,0,0,0,1,0,0,0,0.09310460719535155,0.7306984871077308,0.22037733446807883
112,10,2,3,0.1045454545454545,1,0,8.620825185735894,-0.4935824323252238,0,0,0,0,0,0,1,0.08931460104941714,0.7202116210867221,0.19386005559487163
113,10,2,8,0.0681818181818181,1,0,8.799778395112169,-0.2753834081646507,0,0,0,0,0,0,1,0.08952457462573635,0.7228161963587396,0.15770639280755444
114,10,2,7,0.0909090909090909,1,0,5.104283479127608,-0.4935824323252238,0,0,0,0,0,0,1,0.08775879239846948,0.705249447278444,0.1786678833075604
104,10,3,9,0.0985221674876847,1,0,6.143741758222573,-0.4935824323252238,1,0,0,0,0,0,0,0.09972234567244792,0.7111567594996318,0.19824451316013264
106,10,3,5,0.1034482758620689,1,0,6.941557449152419,0.0882816321029712,1,0,0,0,0,0,0,0.1005096506668372,0.7194287600394781,0.2039579265289061
107,10,3,10,0.064039408866995,1,1,9.09939792599971,2.9976019542439465,0,0,0,0,1,0,0,0.10295729078143533,0.7526533219513248,0.16699669964843034
108,10,3,4,0.0985221674876847,1,0,9.704122537598767,-0.4935824323252238,0,0,0,0,0,1,0,0.10058347328747426,0.7278748773662408,0.19910564077515897
109,10,3,2,0.1280788177339901,1,0,8.584787507280835,-1.075446496753419,0,0,0,0,0,1,0,0.09963537698491154,0.7181604846871579,0.22771419471890164
110,10,3,6,0.1034482758620689,1,0,10.261020617465578,0.23374764821002,0,0,1,0,0,0,0,0.10040216000960177,0.7410682803692233,0.20385043587167068
111,10,3,1,0.1133004926108374,1,0,10.635174258421854,-0.5663154403787483,0,0,0,1,0,0,0,0.10254885333412192,0.7306984871077308,0.2158493459449593
112,10,3,3,0.1133004926108374,1,0,8.620825185735894,-0.4935824323252238,0,0,0,0,0,0,1,0.09837440057498659,0.7202116210867221,0.211674893185824
113,10,3,8,0.0738916256157635,1,0,8.799778395112169,-0.2753834081646507,0,0,0,0,0,0,1,0.098605673227658,0.7228161963587396,0.1724972988434215
114,10,3,7,0.1034482758620689,1,0,5.104283479127608,-0.4935824323252238,0,0,0,0,0,0,1,0.09666077546052548,0.705249447278444,0.20010905132259438
104,10,4,9,0.0889487870619946,1,1,6.143741758222573,-0.4935824323252238,1,0,0,0,0,0,0,0.11116789050023987,0.7111567594996318,0.20011667756223447
106,10,4,5,0.0970350404312668,1,0,6.941557449152419,0.0882816321029712,1,0,0,0,0,0,0,0.1120455577353653,0.7194287600394781,0.2090805981666321
108,10,4,4,0.1185983827493261,1,0,9.704122537598767,-0.4935824323252238,0,0,0,0,0,1,0,0.11212785328258776,0.7278748773662408,0.23072623603191386
109,10,4,2,0.1401617250673854,1,0,8.584787507280835,-1.075446496753419,0,0,0,0,0,1,0,0.11107094005781094,0.7181604846871579,0.2512326651251963
110,10,4,6,0.1266846361185983,1,0,10.261020617465578,0.23374764821002,0,0,1,0,0,0,0,0.1119257299321506,0.7410682803692233,0.23861036605074887
111,10,4,1,0.1347708894878706,1,0,10.635174258421854,-0.5663154403787483,0,0,0,1,0,0,0,0.11431880810162837,0.7306984871077308,0.24908969758949898
112,10,4,3,0.105121293800539,1,0,8.620825185735894,-0.4935824323252238,0,0,0,0,0,0,1,0.10966523618555785,0.7202116210867221,0.21478652998609685
113,10,4,8,0.0862533692722371,1,0,8.799778395112169,-0.2753834081646507,0,0,0,0,0,0,1,0.10992305295425203,0.7228161963587396,0.19617642222648912
114,10,4,7,0.1024258760107816,1,0,5.104283479127608,-0.4935824323252238,0,0,0,0,0,0,1,0.10775493125040723,0.705249447278444,0.21018080726118882
106,10,5,5,0.1040462427745664,1,0,6.941557449152419,0.0882816321029712,1,0,0,0,0,0,0,0.1260593047188914,0.7194287600394781,0.2301055474934578
108,10,5,4,0.1040462427745664,1,0,9.704122537598767,-0.4935824323252238,0,0,0,0,0,1,0,0.12615189312376887,0.7278748773662408,0.23019813589833527
109,10,5,2,0.1560693641618497,1,0,8.584787507280835,-1.075446496753419,0,0,0,0,0,1,0,0.12496278978976393,0.7181604846871579,0.28103215395161363
110,10,5,6,0.1213872832369942,1,0,10.261020617465578,0.23374764821002,0,0,1,0,0,0,0,0.12592448982872936,0.7410682803692233,0.24731177306572355
111,10,5,1,0.1676300578034682,1,0,10.635174258421854,-0.5663154403787483,0,0,0,1,0,0,0,0.1286168747503594,0.7306984871077308,0.2962469325538276
112,10,5,3,0.1271676300578034,1,0,8.620825185735894,-0.4935824323252238,0,0,0,0,0,0,1,0.12338127191115776,0.7202116210867221,0.2505489019689612
113,10,5,8,0.0867052023121387,1,1,8.799778395112169,-0.2753834081646507,0,0,0,0,0,0,1,0.12367133430419988,0.7228161963587396,0.2103765366163386
114,10,5,7,0.1329479768786127,1,0,5.104283479127608,-0.4935824323252238,0,0,0,0,0,0,1,0.12123204157312942,0.705249447278444,0.2541800184517421
106,10,6,5,0.1244013735931173,1,0,6.941557449152419,0.0882816321029712,1,0,0,0,0,0,0,0.14384934517553524,0.7194287600394781,0.26825071876865253
108,10,6,4,0.148325377166335,1,0,9.704122537598767,-0.4935824323252238,0,0,0,0,0,1,0,0.14395500006108433,0.7278748773662408,0.29228037722741934
109,10,6,2,0.1291870355546645,1,0,8.584787507280835,-1.075446496753419,0,0,0,0,0,1,0,0.14259808526352855,0.7181604846871579,0.27178512081819306
110,10,6,6,0.1435401936752898,1,0,10.261020617465578,0.23374764821002,0,0,1,0,0,0,0,0.1436955046184025,0.7410682803692233,0.28723569829369233
111,10,6,1,0.1722489022690506,1,0,10.635174258421854,-0.5663154403787483,0,0,0,1,0,0,0,0.14676785067647913,0.7306984871077308,0.3190167529455297
112,10,6,3,0.1626799706984664,1,0,8.620825185735894,-0.4935824323252238,0,0,0,0,0,0,1,0.14079337666444325,0.7202116210867221,0.30347334736290965
114,10,6,7,0.1196171470430762,1,1,5.104283479127608,-0.4935824323252238,0,0,0,0,0,0,1,0.1383408375405269,0.705249447278444,0.2579579845836031
106,10,7,5,0.157556270096463,1,0,6.941557449152419,0.0882816321029712,1,0,0,0,0,0,0,0.166944601116919,0.7194287600394781,0.324500871213382
108,10,7,4,0.1672025723472668,1,0,9.704122537598767,-0.4935824323252238,0,0,0,0,0,1,0,0.16706721907324354,0.7278748773662408,0.33426979142051033
109,10,7,2,0.1736334405144694,1,0,8.584787507280835,-1.075446496753419,0,0,0,0,0,1,0,0.16549244930733903,0.7181604846871579,0.33912588982180847
110,10,7,6,0.1639871382636656,1,1,10.261020617465578,0.23374764821002,0,0,1,0,0,0,0,0.16676606119784748,0.7410682803692233,0.33075319946151305
111,10,7,1,0.1736334405144694,1,0,10.635174258421854,-0.5663154403787483,0,0,0,1,0,0,0,0.17033167761780998,0.7306984871077308,0.34396511813227937
112,10,7,3,0.1639871382636656,1,0,8.620825185735894,-0.4935824323252238,0,0,0,0,0,0,1,0.16339799168684085,0.7202116210867221,0.32738512995050645
106,10,8,5,0.1699604743083003,1,1,6.941557449152419,0.0882816321029712,1,0,0,0,0,0,0,0.20035741865833823,0.7194287600394781,0.37031789296663853
108,10,8,4,0.1778656126482213,1,0,9.704122537598767,-0.4935824323252238,0,0,0,0,0,1,0,0.20050457775809932,0.7278748773662408,0.3783701904063206
109,10,8,2,0.2094861660079051,1,0,8.584787507280835,-1.075446496753419,0,0,0,0,0,1,0,0.19861462861828347,0.7181604846871579,0.40810079462618853
111,10,8,1,0.2332015810276679,1,0,10.635174258421854,-0.5663154403787483,0,0,0,1,0,0,0,0.20442239530314482,0.7306984871077308,0.43762397633081274
112,10,8,3,0.2094861660079051,1,0,8.620825185735894,-0.4935824323252238,0,0,0,0,0,0,1,0.19610097966213422,0.7202116210867221,0.4055871456700393
108,10,9,4,0.2300884955752212,1,1,9.704122537598767,-0.4935824323252238,0,0,0,0,0,1,0,0.25074274736806457,0.7278748773662408,0.4808312429432858
109,10,9,2,0.2610619469026548,1,0,8.584787507280835,-1.075446496753419,0,0,0,0,0,1,0,0.24837925499795485,0.7181604846871579,0.5094412019006096
111,10,9,1,0.2610619469026548,1,0,10.635174258421854,-0.5663154403787483,0,0,0,1,0,0,0,0.2556422082477892,0.7306984871077308,0.516704155150444
112,10,9,3,0.247787610619469,1,0,8.620825185735894,-0.4935824323252238,0,0,0,0,0,0,1,0.24523578938619142,0.7202116210867221,0.4930234000056604
109,10,10,2,0.325268368450467,1,1,8.584787507280835,-1.075446496753419,0,0,0,0,0,1,0,0.33150063496278026,0.7181604846871579,0.6567690034132473
111,10,10,1,0.3481193038992962,1,0,10.635174258421854,-0.5663154403787483,0,0,0,1,0,0,0,0.34119417242847927,0.7306984871077308,0.6893134763277755
112,10,10,3,0.3266123276502367,1,1,8.620825185735894,-0.4935824323252238,0,0,0,0,0,0,1,0.3273051926087406,0.7202116210867221,0.6539175202589773
115,11,1,12,0.066079295154185,0,1,10.1410470573151,1.39747577706641,1,0,0,0,0,0,0,0.08538373687167818,0.7444178882344894,0.15146303202586317
116,11,1,8,0.079295154185022,0,0,7.293850628836247,2.706669922029849,1,0,0,0,0,0,0,0.08491502787452684,0.7431969357738681,0.16421018205954885
117,11,1,2,0.1013215859030837,0,0,9.238276595224196,-1.4391115370210408,1,0,0,0,0,0,0,0.08340793071109735,0.7164362923514263,0.18472951661418105
118,11,1,1,0.105726872246696,0,0,7.545958652385533,0.8156117126382151,1,0,0,0,0,0,0,0.08395746624692324,0.7281632512726598,0.18968433849361924
119,11,1,6,0.0969162995594713,0,0,7.754190844788798,0.1610146401564956,0,0,0,0,0,1,0,0.08291328755148088,0.7250052576637425,0.17982958711095218
120,11,1,5,0.0837004405286343,0,0,9.30906512321006,0.0155486240494468,0,0,0,0,0,1,0,0.08347908331385796,0.7304842402573564,0.16717952384249227
121,11,1,10,0.066079295154185,0,0,8.525171341989124,0.1610146401564956,1,0,0,0,0,0,0,0.08400210910527538,0.7268471428894699,0.15008140425946037
122,11,1,11,0.0704845814977973,0,0,8.76153402342563,1.3247427690128857,0,0,0,1,0,0,0,0.08526523218313507,0.7386751326568909,0.15574981368093238
123,11,1,4,0.1013215859030837,0,0,8.141639676959565,-0.5663154403787483,0,0,0,1,0,0,0,0.08393715995668359,0.7199610803244102,0.1852587458597673
124,11,1,9,0.066079295154185,0,0,6.3951224793685695,-0.7845144645393214,0,0,0,0,0,0,1,0.0804720237500972,0.7082956745024982,0.1465513189042822
125,11,1,7,0.0837004405286343,0,0,8.815360698315487,-1.0027134886998943,0,0,0,0,0,0,1,0.08133286139679491,0.7167704670412854,0.1650333019254292
126,11,1,3,0.079295154185022,0,0,8.413678621814814,-1.4391115370210408,0,0,0,0,0,0,1,0.08093408103844932,0.7114115244661702,0.16022923522347132
116,11,2,8,0.085972850678733,1,0,7.293850628836247,2.706669922029849,1,0,0,0,0,0,0,0.09284224575680125,0.7431969357738681,0.17881509643553425
