index,celebrity_industry,celebrity_age_during_season,placement,season,1,2,3,4,5,6,7,8,9,10,11,weeks,elimination_order,score_sum
155,Actor/Actress,47,5,14,0.07407407407407408,0.07434944237918216,0.08571428571428572,0.0944206008583691,0.09375000000000001,0.11627938525414605,0.12806539509536782,0.1559633027522936,,,,8,8.0,0.8226164861277185
156,Athlete,55,12,14,0.07407407407407408,0.06319702602230483,,,,,,,,,,2,1.0,0.1372711000963789
157,Athlete,37,1,14,0.07777777777777778,0.08921933085501858,0.09285714285714286,0.11587982832618027,0.1205357142857143,0.13178291569008133,0.1444141689373297,0.16819571865443425,0.24782608695652172,0.33208930162582334,,10,12.0,1.520577985966024
158,Singer/Rapper,35,9,14,0.07407407407407408,0.07806691449814127,0.08571428571428572,0.09871244635193134,0.08482142857142858,,,,,,,5,4.0,0.42138914920986104
159,Singer/Rapper,67,8,14,0.08518518518518518,0.07063197026022304,0.08571428571428572,0.08583690987124465,0.09821428571428573,0.09302350820331684,,,,,,6,5.0,0.5186061449485412
160,Singer/Rapper,31,2,14,0.0962962962962963,0.0966542750929368,0.10357142857142856,0.10300429184549358,0.12946428571428573,0.151162813232439,0.14713896457765666,0.16819571865443425,0.24347826086956523,0.3358213967483534,,10,11.0,1.5747877316028895
161,TV Personality,33,4,14,0.07777777777777778,0.0929368029739777,0.09642857142857143,0.11158798283261803,0.1205357142857143,0.11627899765619519,0.1553133514986376,0.16207951070336393,0.2565217391304348,,,9,9.0,1.1894604482872908
162,Actor/Actress,36,6,15,0.0867992766726944,0.09239130434782608,0.09172661870503597,0.12286158631415241,0.12710911136107986,0.12168141592920353,0.1384293260352406,0.14691931950135842,,,,8,8.0,0.9279179588665912
163,Actor/Actress,28,8,15,0.081374321880651,0.09420289855072463,0.09172661870503597,0.1104199066874028,0.13160854893138357,0.13274336283185842,,,,,,6,6.0,0.6420756575870564
164,Actor/Actress,61,7,15,0.06871609403254972,0.07608695652173914,0.08633093525179855,0.09331259720062209,0.11811023622047245,0.12168141592920353,0.11570240079206841,0.127962327890669,,,,8,7.0,0.8079029638391229
165,Actor/Actress,36,3,15,0.07775768535262206,0.07971014492753623,0.09712230215827337,0.1166407465007776,0.1158605174353206,0.11946902654867257,0.14876076087823395,0.1421801970519487,0.19227700484469115,0.3331212530739241,,10,11.0,1.4228996387720003
166,Athlete,30,5,15,0.07956600361663652,0.08876811594202898,0.09172661870503597,0.10730948678071539,0.12710911136107986,0.13274336283185842,0.13636403080504778,0.14691931950135842,0.2029153253517561,,,9,9.0,1.1134213748955175
167,Athlete,43,4,15,0.08860759493670885,0.08152173913043478,0.08992805755395683,0.1119751166407465,0.12598425196850396,0.11725663716814161,0.14256198261730507,0.14580378908998212,0.19148976912716836,,,9,10.0,1.095128938232948
168,Athlete,20,2,15,0.07956600361663652,0.09057971014492754,0.09532374100719425,0.12286158631415241,0.12710911136107986,0.12389380530973453,0.15702442114501985,0.1396711317991905,0.2092203033056099,0.33121481937513375,,10,12.0,1.4764646333786788
169,Model,45,13,15,0.06148282097649186,,,,,,,,,,,1,1.0,0.06148282097649186
170,Racing Driver,37,10,15,0.07775768535262206,0.08333333333333334,0.09172661870503597,,,,,,,,,3,4.0,0.2528176373909914
171,Singer/Rapper,35,12,15,0.07414104882459312,0.08152173913043478,,,,,,,,,,2,2.0,0.15566278795502791
172,Singer/Rapper,36,11,15,0.07775768535262206,0.08152173913043478,0.08633093525179855,,,,,,,,,3,3.0,0.2456103597348554
173,TV Personality,21,9,15,0.0705244122965642,0.06521739130434782,0.08093525179856115,0.09953343701399689,,,,,,,,4,5.0,0.3162104924134701
174,TV Personality,29,1,15,0.0759493670886076,0.08514492753623189,0.09712230215827337,0.1150855365474339,0.12710911136107986,0.13053097345132744,0.16115707772708432,0.15054391516549293,0.20409759737077457,0.33566392755094215,,10,13.0,1.4824047359572479
175,Actor/Actress,41,5,16,0.08733624454148473,0.0819672131147541,0.08936185423294336,0.10267857142857142,0.10047846889952153,0.1220159151193634,0.13586956521739132,0.15434083601286175,0.18085106382978725,,,9,8.0,1.054899732396679
176,Actor/Actress,16,2,16,0.10480349344978167,0.10655737704918032,0.11063763512788959,0.11607142857142856,0.138755980861244,0.13527851458885942,0.16304347826086957,0.1864951768488746,0.19503546099290778,0.256410475564509,,10,11.0,1.5130890213155443
177,Athlete,56,12,16,0.09170305676855896,0.06147540983606558,,,,,,,,,,2,1.0,0.15317846660462453
178,Athlete,26,8,16,0.07860262008733625,0.07377049180327869,0.09787250701703322,0.08035714285714285,0.10047846889952153,0.10610079575596817,,,,,,6,5.0,0.5371820264202807
179,Athlete,18,4,16,0.09170305676855896,0.09836065573770493,0.09787250701703322,0.12053571428571427,0.11961722488038277,0.13793103448275862,0.17391304347826086,0.18006430868167206,0.2092198581560284,0.2478634597123587,,10,9.0,1.477080863200473
180,Athlete,28,3,16,0.08733624454148473,0.09426229508196722,0.11063763512788959,0.10714285714285714,0.12440191387559807,0.11936339522546419,0.14673913043478262,0.16720257234726688,0.2092198581560284,0.2393155891586232,,10,10.0,1.405621491091962
181,Comedian,50,9,16,0.052401746724890834,0.06557377049180328,0.06808522227271875,0.09375,0.08612440191387559,,,,,,,5,4.0,0.3659351414032884
182,Comedian,47,7,16,0.07423580786026202,0.0819672131147541,0.07659587505680861,0.09375,0.08612440191387559,0.11405835543766578,0.0923913043478261,,,,,7,6.0,0.6191229577311921
183,Singer/Rapper,48,11,16,0.07860262008733625,0.07377049180327869,0.06382989588067384,,,,,,,,,3,2.0,0.21620300777128876
184,Singer/Rapper,26,1,16,0.09170305676855896,0.10655737704918032,0.10638315980112306,0.11607142857142856,0.12918660287081338,0.143236074270557,0.15760869565217392,0.17684887459807075,0.20567375886524822,0.256410475564509,,10,12.0,1.4896795040116633
185,TV Personality,52,10,16,0.07860262008733625,0.07377049180327869,0.08936185423294336,0.08035714285714285,,,,,,,,4,3.0,0.3220921089807011
186,TV Personality,29,6,16,0.08296943231441048,0.0819672131147541,0.08936185423294336,0.08928571428571429,0.11483253588516745,0.1220159151193634,0.13043478260869565,0.13504823151125403,,,,8,7.0,0.8459156790723028
187,Actor/Actress,74,10,17,0.08203125,0.07142857142857142,0.06274509803921569,0.0759493670886076,,,,,,,,4,3.0,0.29215428655639475
188,Actor/Actress,28,7,17,0.0859375,0.08646616541353383,0.10588235294117647,0.08860759493670886,0.11489361702127661,0.1341995989596501,0.12866817155756205,0.140625,,,,8,6.0,0.8852800008299079
189,Actor/Actress,39,6,17,0.09375,0.09398496240601503,0.09803921568627452,0.11392405063291139,0.11063829787234042,0.1385277524770649,0.1218961625282167,0.13020833333333334,0.17777777777777778,,,9,7.0,1.0787465527139342
190,Actor/Actress,43,5,17,0.08203125,0.09022556390977443,0.09411764705882353,0.10126582278481013,0.09361702127659574,0.12121210809388085,0.11963882618510158,0.14583333333333334,0.17142857142857143,0.18571428571428572,,10,8.0,1.2050844297851768
191,Actor/Actress,24,2,17,0.09375,0.09774436090225563,0.10196078431372549,0.11392405063291139,0.11914893617021279,0.11688308877260181,0.13318284424379231,0.15625,0.1841269841269841,0.21428571428571427,0.25909655421775135,11,11.0,1.590353317665949
192,Actor/Actress,27,1,17,0.10546875,0.09022556390977443,0.09411764705882353,0.11392405063291139,0.11063829787234042,0.13852818537899697,0.13318284424379231,0.14583333333333334,0.1619047619047619,0.2257142857142857,0.27365383574062396,11,12.0,1.593191555789644
193,Athlete,41,12,17,0.06640625000000001,0.06766917293233082,,,,,,,,,,2,1.0,0.13407542293233082
194,Comedian,56,4,17,0.0703125,0.07894736842105263,0.09411764705882353,0.08860759493670886,0.1021276595744681,0.10389603080876471,0.11286681715575621,0.125,0.13333333333333333,0.17142857142857143,0.22270771724567986,11,9.0,1.3033452399631587
195,Singer/Rapper,31,9,17,0.0859375,0.09398496240601503,0.10196078431372549,0.10126582278481013,0.11914893617021279,,,,,,,5,4.0,0.5022980056747635
196,TV Personality,25,8,17,0.08984375000000001,0.07518796992481203,0.09803921568627452,0.10126582278481013,0.11489361702127661,0.12987057963837106,0.1218961625282167,,,,,7,5.0,0.7309971175837611
197,TV Personality,27,3,17,0.08984375000000001,0.09022556390977443,0.08627450980392157,0.10126582278481013,0.11489361702127661,0.11688265587066969,0.12866817155756205,0.15625,0.17142857142857143,0.20285714285714285,0.2445418927959448,11,10.0,1.5031316980296736
198,TV Personality,57,11,17,0.05468750000000001,0.06390977443609022,0.06274509803921569,,,,,,,,,3,2.0,0.1813423724753059
199,Actor/Actress,76,10,18,0.05725190839694657,0.06147540983606558,,,,,,,,,,2,3.0,0.11872731823301215
200,Actor/Actress,39,6,18,0.0916030534351145,0.09836065573770493,0.1157556270096463,0.10774410774410774,0.12111801242236025,0.1276595744680851,0.1422924901185771,0.168141592920354,,,,8,7.0,0.97267511385595
201,Actor/Actress,23,4,18,0.0801526717557252,0.10245901639344264,0.1157556270096463,0.11784511784511785,0.12422360248447205,0.12411347517730496,0.1383399209486166,0.1592920353982301,0.19895287958115182,0.2529075649013137,,10,9.0,1.4140419114950213
202,Actor/Actress,37,3,18,0.09541984732824428,0.0860655737704918,0.10289389067524116,0.09427609427609428,0.10869565217391304,0.11347517730496454,0.14624505928853754,0.1592920353982301,0.18848167539267016,0.22674296916969577,,10,10.0,1.3215879747780828
203,Athlete,33,11,18,0.07633587786259542,0.0860655737704918,,,,,,,,,,2,2.0,0.16240145163308722
204,Athlete,64,12,18,0.06870229007633588,,,,,,,,,,,1,1.0,0.06870229007633588
205,Athlete,26,5,18,0.10305343511450382,0.10245901639344264,0.1157556270096463,0.1111111111111111,0.11490683229813664,0.1276595744680851,0.14031620553359683,0.17699115044247787,0.19895287958115182,,,9,8.0,1.1912058319521521
206,Athlete,34,2,18,0.0916030534351145,0.09836065573770493,0.1157556270096463,0.11447811447811448,0.11490683229813664,0.1347517730496454,0.1482213438735178,0.17699115044247787,0.20418848167539266,0.2587209505138384,,10,11.0,1.457977982513589
207,Athlete,27,1,18,0.0916030534351145,0.10245901639344264,0.12540192926045016,0.13131313131313133,0.11180124223602485,0.14184397163120568,0.1541501976284585,0.1592920353982301,0.2094240837696335,0.26162851541515214,,10,12.0,1.4889171764808433
208,Comedian,55,8,18,0.0801526717557252,0.0860655737704918,0.09646302250803858,0.1111111111111111,0.08695652173913043,0.11347517730496454,,,,,,6,5.0,0.5742240781894616
209,Singer/Rapper,17,9,18,0.08396946564885496,0.09016393442622951,0.11254019292604502,0.10437710437710437,0.10559006211180125,,,,,,,5,4.0,0.49664075949003517
210,TV Personality,46,7,18,0.0801526717557252,0.0860655737704918,0.09967845659163987,0.10774410774410774,0.11180124223602485,0.11702127659574468,0.13043478260869565,,,,,7,6.0,0.7328981113024298
211,Actor/Actress,42,8,19,0.06720430107526881,0.0856353591160221,0.0821529745042493,0.090625,0.10606060606060606,0.09556313993174062,0.11411992263056092,,,,,7,6.0,0.6413613033184478
212,Actor/Actress,33,9,19,0.08064516129032258,0.08287292817679558,0.0906515580736544,0.075,0.09090909090909091,0.10921501706484642,,,,,,6,5.0,0.5292937555147099
213,Actor/Actress,53,6,19,0.08602150537634409,0.09668508287292818,0.08781869688385269,0.121875,0.12878787878787878,0.10921501706484642,0.13539651837524178,0.12903225806451613,0.16355140186915887,,,9,8.0,1.058383359294767
214,Actor/Actress,25,3,19,0.07795698924731183,0.09392265193370165,0.11331444759206799,0.1125,0.125,0.11262798634812286,0.12959381044487428,0.17338709677419356,0.17990654205607476,0.2136986301369863,0.24946620355267282,11,11.0,1.581374358086006
215,Actor/Actress,42,1,19,0.0967741935483871,0.08839779005524862,0.0906515580736544,0.125,0.12878787878787878,0.13310580204778158,0.13152804642166344,0.16532258064516128,0.17990654205607476,0.2054794520547945,0.25586408499804897,11,13.0,1.6008179286886932
216,Athlete,32,13,19,0.05913978494623656,,,,,,,,,,,1,1.0,0.05913978494623656
217,Athlete,51,11,19,0.08333333333333333,0.07734806629834254,0.07365439093484419,,,,,,,,,3,3.0,0.23433579056652007
218,Comedian,76,5,19,0.07258064516129033,0.07734806629834254,0.09631728045325778,0.0875,0.08712121212121213,0.09556313993174062,0.11605415860735009,0.11693548387096774,0.13317757009345793,0.16986301369863013,,10,9.0,1.0524605702362493
219,Fashion Designer,72,10,19,0.053763440860215055,0.07734806629834254,0.0821529745042493,0.090625,,,,,,,,4,4.0,0.30388948166280694
220,Racing Driver,51,7,19,0.06720430107526881,0.06629834254143646,0.07932011331444759,0.078125,0.07575757575757576,0.10238907849829351,0.10831721470019343,0.10080645161290322,,,,8,7.0,0.6782180775001188
221,Radio Personality,50,12,19,0.07795698924731183,0.07734806629834254,,,,,,,,,,2,2.0,0.15530505554565438
222,Social Media Personality,18,4,19,0.08602150537634409,0.09116022099447514,0.11331444759206799,0.103125,0.12121212121212122,0.12286689419795221,0.1450676982591876,0.16129032258064516,0.17289719626168223,0.20821917808219179,0.24307088074814653,11,10.0,1.5682454653048141
223,TV Personality,17,2,19,0.0913978494623656,0.0856353591160221,0.0906515580736544,0.115625,0.13636363636363635,0.11945392491467577,0.11992263056092843,0.1532258064516129,0.1705607476635514,0.20273972602739726,0.25159883070113154,11,12.0,1.537175069334976
224,Actor/Actress,68,9,20,0.07861635220125786,0.08069164265129683,0.07987220447284345,0.08615384615384615,0.0989399293286219,,,,,,,5,4.0,0.42427397480786616
225,Actor/Actress,14,7,20,0.07861635220125786,0.09221902017291066,0.10223642172523961,0.12,0.12014134275618374,0.12897526501766785,0.15354330708661418,,,,,7,6.0,0.7957317089598739
226,Actor/Actress,23,2,20,0.09748427672955975,0.09221902017291066,0.10862619808306709,0.10461538461538461,0.13427561837455831,0.13427561837455831,0.14566929133858267,0.18439716312056736,0.25477707006369427,0.3448275862068966,,10,11.0,1.6011672270797794
227,Actor/Actress,26,1,20,0.10062893081761007,0.09221902017291066,0.10543130990415335,0.1076923076923077,0.13780918727915195,0.1254416961130742,0.14566929133858267,0.18912529550827423,0.2484076433121019,0.3448275862068966,,10,12.0,1.5972522683450632
228,Athlete,25,4,20,0.09433962264150944,0.09798270893371758,0.10862619808306709,0.11076923076923077,0.13427561837455831,0.12897526501766785,0.16141732283464566,0.17966903073286053,0.25477707006369427,,,9,9.0,1.2708320674509515
229,Athlete,25,10,20,0.08176100628930817,0.08069164265129683,0.07667731629392971,0.09230769230769231,,,,,,,,4,3.0,0.33143765754222704
230,Entrepreneur,52,6,20,0.0880503144654088,0.08069164265129683,0.0926517571884984,0.10461538461538461,0.08480565371024736,0.11837455830388692,0.1220472440944882,0.14657210401891252,,,,8,7.0,0.8378086590481236
231,Model,21,11,20,0.06918238993710692,0.07492795389048991,0.07028753993610223,,,,,,,,,3,2.0,0.21439788376369906
232,Motivational Speaker,33,3,20,0.08176100628930817,0.07780979827089338,0.09584664536741214,0.09846153846153846,0.0989399293286219,0.12014134275618374,0.14960629921259844,0.14893617021276595,0.24203821656050956,0.3103448275862069,,10,10.0,1.4238857740460387
233,Singer/Rapper,39,12,20,0.06918238993710692,0.0893371757925072,,,,,,,,,,2,1.0,0.15851956572961412
234,Singer/Rapper,70,8,20,0.07861635220125786,0.08069164265129683,0.07028753993610223,0.09230769230769231,0.09540636042402827,0.12014134275618374,,,,,,6,5.0,0.5374509302765612
235,TV Personality,33,5,20,0.08176100628930817,0.06051873198847262,0.08945686900958466,0.08307692307692308,0.09540636042402827,0.12367491166077739,0.1220472440944882,0.15130023640661938,,,,8,8.0,0.8072422829502017
236,Actor/Actress,71,10,21,0.060000000000000005,0.060998151571164505,0.08196721311475409,0.06779661016949151,,,,,,,,4,4.0,0.2707619748554101
237,Actor/Actress,27,6,21,0.088,0.08502772643253234,0.1180327868852459,0.08898305084745763,0.132890365448505,0.09584664536741214,0.12443438914027148,0.13917465724120795,0.18237082066869303,,,9,8.0,1.0547604420313255
238,Actor/Actress,26,4,21,0.09200000000000001,0.08317929759704251,0.10163934426229508,0.1059322033898305,0.12956810631229235,0.12140575079872204,0.12669683257918551,0.14948396747618808,0.16413373860182373,0.26582278481012656,0.25423750359110475,11,10.0,1.594099529418611
239,Athlete,43,12,21,0.060000000000000005,0.06839186691312385,,,,,,,,,,2,2.0,0.12839186691312385
240,Military,22,3,21,0.088,0.08317929759704251,0.10819672131147541,0.10169491525423728,0.09634551495016612,0.09584664536741214,0.11990950226244344,0.12886637793725136,0.15501519756838908,0.24050632911392406,0.23728748922668577,11,11.0,1.4548479905890273
241,Singer/Rapper,62,13,21,0.052,0.055452865064695,,,,,,,,,,2,1.0,0.10745286506469501
242,Singer/Rapper,31,7,21,0.084,0.08133086876155267,0.09508196721311475,0.09745762711864407,0.11960132890365449,0.12779552715654952,0.12669683257918551,0.12371069188873782,,,,8,7.0,0.8556748436214389
243,Singer/Rapper,38,5,21,0.09200000000000001,0.09057301293900184,0.10819672131147541,0.11440677966101694,0.09634551495016612,0.12779552715654952,0.12217194570135746,0.14433034328972152,0.14893617021276595,,,9,9.0,1.0447560152220547
244,Singer/Rapper,35,2,21,0.096,0.08317929759704251,0.1180327868852459,0.11440677966101694,0.11627906976744186,0.12460063897763578,0.12217194570135746,0.1701036188771718,0.16717325227963525,0.22784810126582278,0.25423750359110475,11,12.0,1.594032994603475
245,Social Media Personality,15,8,21,0.084,0.08317929759704251,0.09836065573770492,0.11440677966101694,0.09966777408637874,0.10223642172523961,0.12669683257918551,,,,,7,6.0,0.7085477613865683
246,TV Personality,17,1,21,0.096,0.08872458410351201,0.10491803278688525,0.11864406779661017,0.12292358803986711,0.12779552715654952,0.13122171945701355,0.14433034328972152,0.18237082066869303,0.26582278481012656,0.25423750359110475,11,13.0,1.6369889717000836
247,TV Personality,37,11,21,0.048,0.06839186691312385,,,,,,,,,,2,3.0,0.11639186691312385
248,TV Personality,68,9,21,0.060000000000000005,0.06839186691312385,0.06557377049180328,0.07627118644067796,0.08637873754152824,0.07667731629392971,,,,,,6,5.0,0.43329287768106306
249,Actor/Actress,30,11,22,0.06751054852320675,0.0635593220338983,0.0759493670886076,,,,,,,,,3,2.0,0.20701923764571267
250,Actor/Actress,46,8,22,0.08438818565400845,0.08050847457627118,0.09282700421940927,0.10031347962382445,0.10144927536231885,0.10572687224669602,0.12149532710280374,,,,,7,5.0,0.686708618785332
251,Actor/Actress,34,6,22,0.08438818565400845,0.08898305084745763,0.09704641350210971,0.08463949843260188,0.12681159420289856,0.11013215859030837,0.11915887850467291,0.17751479289940827,,,,8,7.0,0.8886745726334657
252,Athlete,53,9,22,0.06329113924050633,0.0847457627118644,0.08438818565400845,0.07523510971786834,0.10144927536231885,0.09251101321585903,,,,,,6,4.0,0.5016204859024254
253,Athlete,27,7,22,0.08860759493670886,0.0847457627118644,0.08438818565400845,0.10031347962382445,0.10507246376811594,0.10572687224669602,0.12149532710280374,,,,,7,6.0,0.6903496860440218
254,Athlete,27,5,22,0.08860759493670886,0.08050847457627118,0.08438818565400845,0.109717868338558,0.09420289855072464,0.11894273127753303,0.12149532710280374,0.15976331360946744,0.19163763066202089,,,9,8.0,1.0492640247080962
255,Athlete,22,2,22,0.08860759493670886,0.10169491525423728,0.09704641350210971,0.11285266457680251,0.11231884057971014,0.12334801762114538,0.12850467289719625,0.16568047337278108,0.20557491289198607,0.34099697010101193,,10,11.0,1.4766254757336892
256,Journalist,72,12,22,0.05485232067510548,0.055084745762711856,,,,,,,,,,2,1.0,0.10993706643781734
257,Model,26,1,22,0.09704641350210971,0.0847457627118644,0.10548523206751055,0.10658307210031348,0.13405797101449277,0.11013215859030837,0.13084112149532712,0.17159763313609466,0.19860627177700346,0.3333325670462853,,10,12.0,1.4724282034413096
258,News Anchor,35,3,22,0.09704641350210971,0.08898305084745763,0.08860759493670886,0.11285266457680251,0.11594202898550725,0.10572687224669602,0.12850467289719625,0.17751479289940827,0.1951219512195122,0.32567046285270274,,10,10.0,1.4359705049641014
259,Singer/Rapper,42,4,22,0.09704641350210971,0.10169491525423728,0.10126582278481013,0.109717868338558,0.10869565217391304,0.1277533039647577,0.12850467289719625,0.14792899408284024,0.20905923344947736,,,9,9.0,1.1316668764478997
260,TV Personality,52,10,22,0.08860759493670886,0.0847457627118644,0.08860759493670886,0.0877742946708464,,,,,,,,4,3.0,0.3497352472561285
261,Actor/Actress,21,13,23,0.06666666666666667,0.06818181818181818,,,,,,,,,,2,1.0,0.13484848484848483
262,Actor/Actress,60,8,23,0.06666666666666667,0.07386363636363637,0.08615384615384615,0.09195402298850575,0.10434782608695652,0.10163934426229508,0.11978221415607986,,,,,7,6.0,0.6444075566779863
263,Actor/Actress,64,6,23,0.08181818181818182,0.07670454545454546,0.08615384615384615,0.08045977011494253,0.11739130434782608,0.11147540983606558,0.1161524500907441,0.11442797455519857,0.15859030837004406,,,9,8.0,0.9431737907413943
264,Athlete,32,7,23,0.07272727272727272,0.06818181818181818,0.07692307692307693,0.0842911877394636,0.10434782608695652,0.09836065573770492,0.11978221415607986,0.12935336254065924,,,,8,7.0,0.7539674140930319
265,Athlete,30,3,23,0.07878787878787878,0.07954545454545454,0.09846153846153846,0.08812260536398468,0.10434782608695652,0.12131147540983607,0.13430127041742287,0.14925387985460684,0.16299559471365638,0.19112627986348124,0.25191616266698036,11,11.0,1.4601699661717966
266,Athlete,16,1,23,0.09393939393939393,0.09090909090909091,0.09538461538461539,0.11494252873563218,0.10869565217391304,0.12131147540983607,0.12522686025408347,0.1641792678400675,0.1762114537444934,0.20477815699658702,0.2584885858282496,11,13.0,1.5540670812159623
267,Model,32,9,23,0.07272727272727272,0.06818181818181818,0.07692307692307693,0.09195402298850575,0.10434782608695652,0.09180327868852459,,,,,,6,5.0,0.5059372955961547
268,Politician,66,12,23,0.06060606060606061,0.0625,0.07076923076923076,,,,,,,,,3,2.0,0.19387529137529136
269,Racing Driver,29,2,23,0.09393939393939393,0.08238636363636363,0.08923076923076922,0.10727969348659004,0.12608695652173912,0.12459016393442623,0.13430127041742287,0.1741285314711756,0.15859030837004406,0.20136518771331058,0.25629755904896034,11,12.0,1.5481961977701957
270,Singer/Rapper,57,11,23,0.07878787878787878,0.08522727272727272,0.07692307692307693,0.06896551724137931,,,,,,,,4,3.0,0.30990374567960777
271,Singer/Rapper,48,10,23,0.07575757575757576,0.07386363636363637,0.07076923076923076,0.08812260536398468,,,,,,,,4,4.0,0.3085130482544276
272,Singer/Rapper,32,4,23,0.08181818181818182,0.08238636363636363,0.08,0.08812260536398468,0.11304347826086955,0.13114754098360656,0.12522686025408347,0.14925387985460684,0.1762114537444934,0.1979522184300341,0.2332976924558098,11,10.0,1.458460274802034
273,TV Personality,36,5,23,0.07575757575757576,0.08806818181818182,0.09230769230769231,0.09578544061302682,0.11739130434782608,0.09836065573770492,0.12522686025408347,0.11940310388368545,0.16740088105726872,0.20477815699658702,,10,9.0,1.1844798527736324
274,Actor/Actress,66,11,24,0.0695364238410596,0.07621951219512195,0.0761904761904762,,,,,,,,,3,2.0,0.22194641222665773
275,Actor/Actress,64,10,24,0.06622516556291391,0.06707317073170732,0.0761904761904762,0.08588957055214724,,,,,,,,4,3.0,0.2953783830372447
276,Actor/Actress,30,8,24,0.09271523178807947,0.09146341463414634,0.10476190476190476,0.10736196319018405,0.1118421052631579,0.137546468401487,,,,,,6,5.0,0.6456910880389595
277,Athlete,47,7,24,0.09271523178807947,0.08536585365853659,0.10476190476190476,0.10122699386503067,0.11842105263157894,0.12453531598513011,0.1422924901185771,,,,,7,6.0,0.7693188428088376
278,Athlete,29,5,24,0.0728476821192053,0.08536585365853659,0.0761904761904762,0.09815950920245399,0.09868421052631579,0.1171003717472119,0.1225296442687747,0.166189111747851,,,,8,8.0,0.8370668594608255
279,Athlete,20,4,24,0.10596026490066225,0.08841463414634146,0.10158730158730159,0.11042944785276074,0.125,0.12825278810408922,0.1541501976284585,0.20630372492836677,0.264026402640264,,,9,9.0,1.2841247617882448
280,Athlete,40,2,24,0.09271523178807947,0.08231707317073171,0.09841269841269841,0.0950920245398773,0.09539473684210527,0.11524163568773234,0.12648221343873517,0.18624641833810887,0.23102310231023102,0.3150292500591764,,10,11.0,1.437954384587476
281,Athlete,32,1,24,0.10264900662251655,0.0975609756097561,0.08888888888888889,0.1196319018404908,0.10526315789473684,0.13011152416356878,0.1541501976284585,0.2148997134670487,0.25412541254125415,0.3439307536171316,,10,12.0,1.611211532273851
282,Comedian,46,12,24,0.056291390728476824,0.06707317073170732,,,,,,,,,,2,1.0,0.12336456146018415
283,Singer/Rapper,45,9,24,0.07947019867549669,0.08536585365853659,0.08253968253968254,0.09202453987730061,0.10526315789473684,,,,,,,5,4.0,0.44466343264575325
284,Singer/Rapper,20,3,24,0.08940397350993377,0.0975609756097561,0.10793650793650794,0.09815950920245399,0.12828947368421054,0.13382899628252787,0.16600790513833993,0.22636103151862463,0.2508250825082508,0.34103999632369203,,10,10.0,1.6394134517142975
285,TV Personality,36,6,24,0.07947019867549669,0.07621951219512195,0.08253968253968254,0.09202453987730061,0.1118421052631579,0.11338289962825279,0.13438735177865613,,,,,7,7.0,0.6898662899576686
286,Actor/Actress,21,10,25,0.07531380753138076,0.08226691042047532,0.0778688524590164,0.0885608856088561,0.09195402298850575,,,,,,,5,4.0,0.4159644790082343
287,Actor/Actress,31,3,25,0.07949790794979078,0.08775137111517367,0.0860655737704918,0.0885608856088561,0.1111111111111111,0.10130718954248366,0.13953488372093023,0.16932907348242812,0.18888888888888888,0.24866694332774683,,10,11.0,1.3007138285179012
288,Actor/Actress,23,1,25,0.09205020920502091,0.08775137111517367,0.10245901639344264,0.1070110701107011,0.11494252873563218,0.12745098039215685,0.1255813953488372,0.1916932907348243,0.2148148148148148,0.2557729554628947,,10,13.0,1.4195276323134982
289,Athlete,43,11,25,0.07531380753138076,0.06946983546617916,0.0860655737704918,0.08487084870848709,,,,,,,,4,3.0,0.3157200654765388
290,Athlete,33,8,25,0.08368200836820083,0.0712979890310786,0.0860655737704918,0.0885608856088561,0.10344827586206896,0.11764705882352941,0.11162790697674418,,,,,7,6.0,0.6623296984409699
291,Athlete,43,6,25,0.06276150627615062,0.0712979890310786,0.0860655737704918,0.0885608856088561,0.09578544061302682,0.12091503267973856,0.113953488372093,0.16293929712460065,,,,8,8.0,0.8022792134760361
292,Athlete,22,5,25,0.07949790794979078,0.08043875685557586,0.09016393442622951,0.09963099630996311,0.10344827586206896,0.10130718954248366,0.1325581395348837,0.15335463258785942,0.20740740740740743,,,9,9.0,1.0478072404762626
293,Entrepreneur,68,13,25,0.058577405857740586,0.062157221206581355,,,,,,,,,,2,1.0,0.12073462706432195
294,Musician,31,2,25,0.09205020920502091,0.08226691042047532,0.11065573770491804,0.0959409594095941,0.10727969348659004,0.13071895424836602,0.11860465116279069,0.17252396166134187,0.2111111111111111,0.2557729554628947,,10,12.0,1.3769251438731027
295,Singer/Rapper,47,12,25,0.07112970711297072,0.07495429616087751,,,,,,,,,,2,2.0,0.14608400327384824
296,Singer/Rapper,43,9,25,0.07531380753138076,0.06946983546617916,0.0860655737704918,0.08118081180811808,0.0842911877394636,0.08496732026143791,,,,,,6,5.0,0.4812885365770713
297,TV Personality,39,4,25,0.06694560669456066,0.07495429616087751,0.09426229508196722,0.0885608856088561,0.09578544061302682,0.09803921568627451,0.1325581395348837,0.1501597444089457,0.17777777777777778,0.2397871457464638,,10,10.0,1.2188305473136338
298,TV Personality,36,7,25,0.08786610878661087,0.08592321755027421,0.09426229508196722,0.0885608856088561,0.09195402298850575,0.11764705882352941,0.1255813953488372,,,,,7,7.0,0.6917949841885808
299,Athlete,27,10,26,0.09047619047619047,,,,,,,,,,,1,1.0,0.09047619047619047
300,Athlete,44,9,26,0.08571428571428572,,,,,,,,,,,1,2.0,0.08571428571428572
301,Athlete,71,8,26,0.08095238095238096,0.1102803738317757,,,,,,,,,,2,3.0,0.19123275478415666
