index,celebrity_industry,celebrity_age_during_season,placement,season,1,2,3,4,5,6,7,8,9,10,11,weeks,elimination_order,score_sum
192,Actor/Actress,27,1,17,9.0,8.0,8.0,9.0,8.666666666666666,10.666633333333332,9.833333333333334,9.333333333333334,8.5,9.875,10.4444,11,12.0,101.31936666666667
193,Athlete,41,12,17,5.666666666666667,6.0,,,,,,,,,,2,1.0,11.666666666666668
194,Comedian,56,4,17,6.0,7.0,8.0,7.0,8.0,7.9999666666666664,8.333333333333334,8.0,7.0,7.5,8.499966666666666,11,9.0,83.33326666666667
195,Singer/Rapper,31,9,17,7.333333333333333,8.333333333333334,8.666666666666666,8.0,9.333333333333334,,,,,,,5,4.0,41.666666666666664
196,TV Personality,25,8,17,7.666666666666667,6.666666666666667,8.333333333333334,8.0,9.0,10.0,9.0,,,,,7,5.0,58.66666666666667
197,TV Personality,27,3,17,7.666666666666667,8.0,7.333333333333333,8.0,9.0,8.999933333333333,9.5,10.0,9.0,8.875,9.3333,11,10.0,95.70823333333333
198,TV Personality,57,11,17,4.666666666666667,5.666666666666667,5.333333333333333,,,,,,,,,3,2.0,15.666666666666668
199,Actor/Actress,76,10,18,5.0,5.0,,,,,,,,,,2,3.0,10.0
200,Actor/Actress,39,6,18,8.0,8.0,9.0,8.0,9.75,9.0,9.0,9.5,,,,8,7.0,70.25
201,Actor/Actress,23,4,18,7.0,8.333333333333334,9.0,8.75,10.0,8.75,8.75,9.0,9.5,9.666666666666666,,10,9.0,88.75000000000001
202,Actor/Actress,37,3,18,8.333333333333334,7.0,8.0,7.0,8.75,8.0,9.25,9.0,9.0,8.6666,,10,10.0,82.99993333333335
203,Athlete,33,11,18,6.666666666666667,7.0,,,,,,,,,,2,2.0,13.666666666666668
204,Athlete,64,12,18,6.0,,,,,,,,,,,1,1.0,6.0
205,Athlete,26,5,18,9.0,8.333333333333334,9.0,8.25,9.25,9.0,8.875,10.0,9.5,,,9,8.0,81.20833333333334
206,Athlete,34,2,18,8.0,8.0,9.0,8.5,9.25,9.5,9.375,10.0,9.75,9.888866666666667,,10,11.0,91.26386666666667
207,Athlete,27,1,18,8.0,8.333333333333334,9.75,9.75,9.0,10.0,9.75,9.0,10.0,10.0,,10,12.0,93.58333333333334
208,Comedian,55,8,18,7.0,7.0,7.5,8.25,7.0,8.0,,,,,,6,5.0,44.75
209,Singer/Rapper,17,9,18,7.333333333333333,7.333333333333333,8.75,7.75,8.5,,,,,,,5,4.0,39.666666666666664
210,TV Personality,46,7,18,7.0,7.0,7.75,8.0,9.0,8.25,8.25,,,,,7,6.0,55.25
211,Actor/Actress,42,8,19,6.25,7.75,7.25,7.25,7.0,7.0,7.375,,,,,7,6.0,49.875
212,Actor/Actress,33,9,19,7.5,7.5,8.0,6.0,6.0,8.0,,,,,,6,5.0,43.0
213,Actor/Actress,53,6,19,8.0,8.75,7.75,9.75,8.5,8.0,8.75,8.0,8.75,,,9,8.0,76.25
214,Actor/Actress,25,3,19,7.25,8.5,10.0,9.0,8.25,8.25,8.375,10.75,9.625,9.75,9.749950000000002,11,11.0,99.49995
215,Actor/Actress,42,1,19,9.0,8.0,8.0,10.0,8.5,9.75,8.5,10.25,9.625,9.375,10.0,11,13.0,101.0
216,Athlete,32,13,19,5.5,,,,,,,,,,,1,1.0,5.5
217,Athlete,51,11,19,7.75,7.0,6.5,,,,,,,,,3,3.0,21.25
218,Comedian,76,5,19,6.75,7.0,8.5,7.0,5.75,7.0,7.5,7.25,7.125,7.75,,10,9.0,71.625
219,Fashion Designer,72,10,19,5.0,7.0,7.25,7.25,,,,,,,,4,4.0,26.5
220,Racing Driver,51,7,19,6.25,6.0,7.0,6.25,5.0,7.5,7.0,6.25,,,,8,7.0,51.25
221,Radio Personality,50,12,19,7.25,7.0,,,,,,,,,,2,2.0,14.25
222,Social Media Personality,18,4,19,8.0,8.25,10.0,8.25,8.0,9.0,9.375,10.0,9.25,9.5,9.5,11,10.0,99.125
223,TV Personality,17,2,19,8.5,7.75,8.0,9.25,9.0,8.75,7.75,9.5,9.125,9.25,9.833300000000001,11,12.0,96.70830000000001
224,Actor/Actress,68,9,20,6.25,7.0,6.25,7.0,7.0,,,,,,,5,4.0,33.5
225,Actor/Actress,14,7,20,6.25,8.0,8.0,9.75,8.5,9.125,9.75,,,,,7,6.0,59.375
226,Actor/Actress,23,2,20,7.75,8.0,8.5,8.5,9.5,9.5,9.25,9.75,10.0,10.0,,10,11.0,90.75
227,Actor/Actress,26,1,20,8.0,8.0,8.25,8.75,9.75,8.875,9.25,10.0,9.75,10.0,,10,12.0,90.625
228,Athlete,25,4,20,7.5,8.5,8.5,9.0,9.5,9.125,10.25,9.5,10.0,,,9,9.0,81.875
229,Athlete,25,10,20,6.5,7.0,6.0,7.5,,,,,,,,4,3.0,27.0
230,Entrepreneur,52,6,20,7.0,7.0,7.25,8.5,6.0,8.375,7.75,7.75,,,,8,7.0,59.625
231,Model,21,11,20,5.5,6.5,5.5,,,,,,,,,3,2.0,17.5
232,Motivational Speaker,33,3,20,6.5,6.75,7.5,8.0,7.0,8.5,9.5,7.875,9.5,9.0,,10,10.0,80.125
233,Singer/Rapper,39,12,20,5.5,7.75,,,,,,,,,,2,1.0,13.25
234,Singer/Rapper,70,8,20,6.25,7.0,5.5,7.5,6.75,8.5,,,,,,6,5.0,41.5
235,TV Personality,33,5,20,6.5,5.25,7.0,6.75,6.75,8.75,7.75,8.0,,,,8,8.0,56.75
236,Actor/Actress,71,10,21,5.0,5.5,6.25,5.333333333333333,,,,,,,,4,4.0,22.083333333333332
237,Actor/Actress,27,6,21,7.333333333333333,7.666666666666667,9.0,7.0,10.0,7.5,9.166666666666666,8.999933333333333,10.0,,,9,8.0,76.6666
238,Actor/Actress,26,4,21,7.666666666666667,7.5,7.75,8.333333333333334,9.75,9.5,9.333333333333334,9.6666,9.0,10.5,10.0,11,10.0,98.99993333333333
239,Athlete,43,12,21,5.0,6.166666666666667,,,,,,,,,,2,2.0,11.166666666666668
240,Military,22,3,21,7.333333333333333,7.5,8.25,8.0,7.25,7.5,8.833333333333334,8.333333333333334,8.5,9.5,9.3333,11,11.0,90.3333
241,Singer/Rapper,62,13,21,4.333333333333333,5.0,,,,,,,,,,2,1.0,9.333333333333332
242,Singer/Rapper,31,7,21,7.0,7.333333333333333,7.25,7.666666666666667,9.0,10.0,9.333333333333334,7.999933333333334,,,,8,7.0,65.58326666666667
243,Singer/Rapper,38,5,21,7.666666666666667,8.166666666666666,8.25,9.0,7.25,10.0,9.0,9.333333333333334,8.166666666666666,,,9,9.0,76.83333333333333
244,Singer/Rapper,35,2,21,8.0,7.5,9.0,9.0,8.75,9.75,9.0,11.0,9.166666666666666,9.0,10.0,11,12.0,100.16666666666667
245,Social Media Personality,15,8,21,7.0,7.5,7.5,9.0,7.5,8.0,9.333333333333334,,,,,7,6.0,55.833333333333336
246,TV Personality,17,1,21,8.0,8.0,8.0,9.333333333333334,9.25,10.0,9.666666666666666,9.333333333333334,10.0,10.5,10.0,11,13.0,102.08333333333334
247,TV Personality,37,11,21,4.0,6.166666666666667,,,,,,,,,,2,3.0,10.166666666666668
248,TV Personality,68,9,21,5.0,6.166666666666667,5.0,6.0,6.5,6.0,,,,,,6,5.0,34.66666666666667
249,Actor/Actress,30,11,22,5.333333333333333,5.0,6.0,,,,,,,,,3,2.0,16.333333333333332
250,Actor/Actress,46,8,22,6.666666666666667,6.333333333333333,7.333333333333333,8.0,7.0,8.0,8.666666666666666,,,,,7,5.0,52.0
251,Actor/Actress,34,6,22,6.666666666666667,7.0,7.666666666666667,6.75,8.75,8.333333333333334,8.5,10.0,,,,8,7.0,63.66666666666667
252,Athlete,53,9,22,5.0,6.666666666666667,6.666666666666667,6.0,7.0,7.0,,,,,,6,4.0,38.333333333333336
253,Athlete,27,7,22,7.0,6.666666666666667,6.666666666666667,8.0,7.25,8.0,8.666666666666666,,,,,7,6.0,52.25
254,Athlete,27,5,22,7.0,6.333333333333333,6.666666666666667,8.75,6.5,9.0,8.666666666666666,9.0,9.166666666666666,,,9,8.0,71.08333333333333
255,Athlete,22,2,22,7.0,8.0,7.666666666666667,9.0,7.75,9.333333333333334,9.166666666666666,9.333333333333334,9.833333333333334,9.888866666666667,,10,11.0,86.9722
256,Journalist,72,12,22,4.333333333333333,4.333333333333333,,,,,,,,,,2,1.0,8.666666666666666
257,Model,26,1,22,7.666666666666667,6.666666666666667,8.333333333333334,8.5,9.25,8.333333333333334,9.333333333333334,9.666666666666666,9.5,9.6666,,10,12.0,86.9166
258,News Anchor,35,3,22,7.666666666666667,7.0,7.0,9.0,8.0,8.0,9.166666666666666,10.0,9.333333333333334,9.4444,,10,10.0,84.61106666666666
259,Singer/Rapper,42,4,22,7.666666666666667,8.0,8.0,8.75,7.5,9.666666666666666,9.166666666666666,8.333333333333334,10.0,,,9,9.0,77.08333333333334
260,TV Personality,52,10,22,7.0,6.666666666666667,7.0,7.0,,,,,,,,4,3.0,27.666666666666668
261,Actor/Actress,21,13,23,5.5,6.0,,,,,,,,,,2,1.0,11.5
262,Actor/Actress,60,8,23,5.5,6.5,7.0,8.0,8.0,7.75,8.25,,,,,7,6.0,51.0
263,Actor/Actress,64,6,23,6.75,6.75,7.0,7.0,9.0,8.5,8.0,7.666666666666667,9.0,,,9,8.0,69.66666666666667
264,Athlete,32,7,23,6.0,6.0,6.25,7.333333333333333,8.0,7.5,8.25,8.666666666666666,,,,8,7.0,58.0
265,Athlete,30,3,23,6.5,7.0,8.0,7.666666666666667,8.0,9.25,9.25,10.0,9.25,9.333333333333334,9.583275,11,11.0,93.833275
266,Athlete,16,1,23,7.75,8.0,7.75,10.0,8.333333333333334,9.25,8.625,11.0,10.0,10.0,9.833300000000001,11,13.0,100.54163333333335
267,Model,32,9,23,6.0,6.0,6.25,8.0,8.0,7.0,,,,,,6,5.0,41.25
268,Politician,66,12,23,5.0,5.5,5.75,,,,,,,,,3,2.0,16.25
269,Racing Driver,29,2,23,7.75,7.25,7.25,9.333333333333334,9.666666666666666,9.5,9.25,11.6666,9.0,9.833333333333334,9.74995,11,12.0,100.24988333333333
270,Singer/Rapper,57,11,23,6.5,7.5,6.25,6.0,,,,,,,,4,3.0,26.25
271,Singer/Rapper,48,10,23,6.25,6.5,5.75,7.666666666666667,,,,,,,,4,4.0,26.166666666666668
272,Singer/Rapper,32,4,23,6.75,7.25,6.5,7.666666666666667,8.666666666666666,10.0,8.625,10.0,10.0,9.666666666666666,8.875,11,10.0,94.0
273,TV Personality,36,5,23,6.25,7.75,7.5,8.333333333333334,9.0,7.5,8.625,8.0,9.5,10.0,,10,9.0,82.45833333333334
274,Actor/Actress,66,11,24,5.25,6.25,6.0,,,,,,,,,3,2.0,17.5
275,Actor/Actress,64,10,24,5.0,5.5,6.0,7.0,,,,,,,,4,3.0,23.5
276,Actor/Actress,30,8,24,7.0,7.5,8.25,8.75,8.5,9.25,,,,,,6,5.0,49.25
277,Athlete,47,7,24,7.0,7.0,8.25,8.25,9.0,8.375,9.0,,,,,7,6.0,56.875
278,Athlete,29,5,24,5.5,7.0,6.0,8.0,7.5,7.875,7.75,7.25,,,,8,8.0,56.875
279,Athlete,20,4,24,8.0,7.25,8.0,9.0,9.5,8.625,9.75,9.0,10.0,,,9,9.0,79.125
280,Athlete,40,2,24,7.0,6.75,7.75,7.75,7.25,7.75,8.0,8.125,8.75,9.083325,,10,11.0,78.208325
281,Athlete,32,1,24,7.75,8.0,7.0,9.75,8.0,8.75,9.75,9.375,9.625,9.91665,,10,12.0,87.91665
282,Comedian,46,12,24,4.25,5.5,,,,,,,,,,2,1.0,9.75
283,Singer/Rapper,45,9,24,6.0,7.0,6.5,7.5,8.0,,,,,,,5,4.0,35.0
284,Singer/Rapper,20,3,24,6.75,8.0,8.5,8.0,9.75,9.0,10.5,9.875,9.5,9.833300000000001,,10,10.0,89.70830000000001
285,TV Personality,36,6,24,6.0,6.25,6.5,7.5,8.5,7.625,8.5,,,,,7,7.0,50.875
286,Actor/Actress,21,10,25,6.0,7.5,6.333333333333333,8.0,8.0,,,,,,,5,4.0,35.83333333333333
287,Actor/Actress,31,3,25,6.333333333333333,8.0,7.0,8.0,9.666666666666666,7.75,10.0,8.833333333333334,8.5,9.722175,,10,11.0,83.80550833333334
288,Actor/Actress,23,1,25,7.333333333333333,8.0,8.333333333333334,9.666666666666666,10.0,9.75,9.0,10.0,9.666666666666666,10.0,,10,13.0,91.75
289,Athlete,43,11,25,6.0,6.333333333333333,7.0,7.666666666666667,,,,,,,,4,3.0,27.0
290,Athlete,33,8,25,6.666666666666667,6.5,7.0,8.0,9.0,9.0,8.0,,,,,7,6.0,54.16666666666667
291,Athlete,43,6,25,5.0,6.5,7.0,8.0,8.333333333333334,9.25,8.166666666666666,8.5,,,,8,8.0,60.75
292,Athlete,22,5,25,6.333333333333333,7.333333333333333,7.333333333333333,9.0,9.0,7.75,9.5,8.0,9.333333333333334,,,9,9.0,73.58333333333333
293,Entrepreneur,68,13,25,4.666666666666667,5.666666666666667,,,,,,,,,,2,1.0,10.333333333333334
294,Musician,31,2,25,7.333333333333333,7.5,9.0,8.666666666666666,9.333333333333334,10.0,8.5,9.0,9.5,10.0,,10,12.0,88.83333333333334
295,Singer/Rapper,47,12,25,5.666666666666667,6.833333333333333,,,,,,,,,,2,2.0,12.5
296,Singer/Rapper,43,9,25,6.0,6.333333333333333,7.0,7.333333333333333,7.333333333333333,6.5,,,,,,6,5.0,40.5
297,TV Personality,39,4,25,5.333333333333333,6.833333333333333,7.666666666666667,8.0,8.333333333333334,7.5,9.5,7.833333333333333,8.0,9.375,,10,10.0,78.375
298,TV Personality,36,7,25,7.0,7.833333333333333,7.666666666666667,8.0,8.0,9.0,9.0,,,,,7,7.0,56.5
299,Athlete,27,10,26,6.333333333333333,,,,,,,,,,,1,1.0,6.333333333333333
300,Athlete,44,9,26,6.0,,,,,,,,,,,1,2.0,6.0
301,Athlete,71,8,26,5.666666666666667,7.375,,,,,,,,,,2,3.0,13.041666666666668
302,Athlete,21,7,26,6.666666666666667,8.75,,,,,,,,,,2,4.0,15.416666666666668
303,Athlete,37,6,26,7.0,7.875,7.25,,,,,,,,,3,5.0,22.125
304,Athlete,29,5,26,7.0,8.25,8.25,,,,,,,,,3,6.0,23.5
305,Athlete,25,4,26,7.666666666666667,9.25,8.75,,,,,,,,,3,7.0,25.666666666666668
306,Athlete,47,3,26,7.666666666666667,8.25,8.75,9.333333333333334,,,,,,,,4,8.0,34.0
307,Athlete,30,2,26,8.0,7.875,9.5,9.5,,,,,,,,4,9.0,34.875
308,Athlete,28,1,26,8.0,9.25,10.25,9.666666666666666,,,,,,,,4,10.0,37.166666666666664
309,Actor/Actress,39,5,27,7.333333333333333,8.666666666666666,10.0,8.0,9.666666666666666,10.0,9.333333333333334,10.0,,,,8,9.0,73.0
310,Actor/Actress,27,3,27,6.0,8.0,9.0,8.0,8.0,9.666666666666666,9.833333333333334,9.666666666666666,10.0,,,9,11.0,78.16666666666666
311,Actor/Actress,52,11,27,6.5,6.833333333333333,7.333333333333333,,,,,,,,,3,3.0,20.666666666666664
312,Actor/Actress,58,8,27,6.0,7.166666666666667,7.0,7.0,8.0,6.333333333333333,9.0,,,,,7,6.0,50.5
313,Actor/Actress,17,2,27,6.666666666666667,8.666666666666666,9.0,9.666666666666666,9.0,10.0,9.666666666666666,9.166666666666666,10.0,,,9,12.0,81.83333333333333
314,Athlete,46,12,27,6.0,6.166666666666667,,,,,,,,,,2,2.0,12.166666666666668
315,Athlete,50,9,27,6.666666666666667,7.666666666666667,8.0,8.666666666666666,8.333333333333334,8.0,,,,,,6,5.0,47.333333333333336
316,Athlete,36,7,27,7.666666666666667,7.833333333333333,8.666666666666666,7.333333333333333,8.666666666666666,8.666666666666666,8.833333333333334,,,,,7,7.0,57.666666666666664
317,Comedian,34,13,27,5.833333333333333,,,,,,,,,,,1,1.0,5.833333333333333
318,Radio Personality,38,1,27,6.666666666666667,6.5,7.666666666666667,6.666666666666667,7.0,7.333333333333333,8.833333333333334,7.5,9.0,,,9,13.0,67.16666666666667
319,Singer/Rapper,25,10,27,7.666666666666667,8.666666666666666,9.0,8.666666666666666,,,,,,,,4,4.0,34.0
320,Social Media Personality,21,4,27,7.333333333333333,8.166666666666666,8.666666666666666,8.333333333333334,9.666666666666666,9.0,9.166666666666666,9.666666666666666,9.5,,,9,10.0,79.5
321,TV Personality,32,6,27,4.666666666666667,5.833333333333333,6.0,5.0,5.666666666666667,7.333333333333333,7.833333333333333,7.666666666666667,,,,8,8.0,50.0
322,Actor/Actress,55,7,28,5.0,7.0,8.0,6.5,8.0,9.0,8.0,8.6666,,,,8,6.0,60.1666
323,Actor/Actress,42,5,28,7.0,6.666666666666667,7.666666666666667,7.0,8.666666666666666,9.0,9.0,10.6666,9.0,8.5,,10,8.0,83.1666
324,Actor/Actress,41,2,28,5.333333333333333,6.666666666666667,6.666666666666667,8.0,8.666666666666666,8.666666666666666,8.5,9.999933333333333,9.25,9.5,9.833333333333334,11,11.0,91.08326666666666
325,Athlete,44,11,28,5.0,5.0,,,,,,,,,,2,2.0,10.0
326,Athlete,39,10,28,3.6666666666666665,4.0,4.0,5.0,,,,,,,,4,3.0,16.666666666666664
327,Model,21,9,28,6.0,6.0,7.666666666666667,7.75,8.0,9.0,,,,,,6,4.0,44.41666666666667
328,Politician,48,6,28,4.0,5.333333333333333,5.0,5.25,6.333333333333333,7.0,7.0,6.666666666666667,6.25,,,9,7.0,52.83333333333333
329,Singer/Rapper,75,12,28,5.666666666666667,5.0,,,,,,,,,,2,1.0,10.666666666666668
330,Singer/Rapper,24,4,28,6.333333333333333,6.333333333333333,6.666666666666667,8.0,7.666666666666667,8.666666666666666,9.0,8.0,8.75,9.0,9.5,11,9.0,87.91666666666666
331,Singer/Rapper,26,3,28,5.333333333333333,6.666666666666667,8.0,8.0,9.0,8.333333333333334,9.0,10.0,10.0,9.833333333333334,10.0,11,10.0,94.16666666666667
332,TV Personality,38,8,28,5.666666666666667,6.333333333333333,5.333333333333333,7.0,7.0,8.333333333333334,8.166666666666666,,,,,7,5.0,47.83333333333333
333,TV Personality,24,1,28,6.666666666666667,8.0,7.0,8.0,8.333333333333334,8.0,8.666666666666666,10.333266666666667,8.875,9.0,9.666666666666666,11,12.0,92.5416
334,Actor/Actress,51,13,29,6.0,6.0,5.0,7.0,,,,,,,,4,3.0,24.0
335,Actor/Actress,41,12,29,6.0,6.666666666666667,6.666666666666667,7.0,6.333333333333333,,,,,,,5,4.0,32.66666666666667
336,Actor/Actress,39,8,29,4.333333333333333,6.0,7.333333333333333,7.333333333333333,6.333333333333333,8.0,8.666666666666666,9.0,,,,8,8.0,57.0
337,Actor/Actress,18,5,29,7.0,5.0,6.0,9.333333333333334,8.0,6.0,9.0,8.999933333333333,9.6666,9.5,,10,11.0,78.49986666666666
338,Actor/Actress,48,4,29,7.0,7.0,6.333333333333333,8.0,8.0,9.0,8.666666666666666,9.6666,8.6666,9.666666666666666,10.0,11,12.0,91.99986666666668
339,Athlete,56,15,29,4.0,5.0,,,,,,,,,,2,1.0,9.0
340,Athlete,36,11,29,5.666666666666667,6.0,7.333333333333333,7.333333333333333,7.0,7.0,,,,,,6,5.0,40.333333333333336
341,Athlete,36,6,29,6.0,6.0,8.0,8.0,9.666666666666666,7.333333333333333,9.0,10.0,10.0,9.5,,10,10.0,83.5
342,Producer,35,2,29,6.666666666666667,7.0,8.0,8.0,8.666666666666666,8.666666666666666,10.0,10.0,9.6666,10.0,10.0,11,14.0,96.6666
343,Singer/Rapper,42,7,29,6.0,6.333333333333333,7.0,8.0,8.0,9.0,8.666666666666666,9.0,8.333266666666667,,,9,9.0,70.33326666666667
344,Singer/Rapper,45,3,29,5.333333333333333,6.0,6.0,7.0,8.0,8.0,9.0,8.0,8.0,9.333333333333334,9.5,11,13.0,84.16666666666666
345,TV Personality,35,1,29,6.666666666666667,7.333333333333333,7.666666666666667,8.333333333333334,9.0,9.0,8.0,9.333333333333334,10.0,10.0,10.0,11,15.0,95.33333333333334
346,TV Personality,59,14,29,3.6666666666666665,5.333333333333333,4.0,,,,,,,,,3,2.0,13.0
347,TV Personality,48,10,29,6.333333333333333,5.333333333333333,7.0,8.0,8.666666666666666,9.0,7.333333333333333,,,,,7,6.0,51.66666666666666
348,TV Personality,41,9,29,6.0,6.0,7.333333333333333,7.0,8.0,8.333333333333334,8.333333333333334,,,,,7,7.0,51.0
349,Actor/Actress,75,15,30,3.25,3.75,,,,,,,,,,2,1.0,7.0
350,Actor/Actress,48,13,30,6.0,5.75,6.333333333333333,6.5,,,,,,,,4,3.0,24.583333333333332
351,Actor/Actress,54,6,30,6.5,6.75,7.666666666666667,9.125,9.0,8.5,9.5,10.5,9.0,,,9,10.0,76.54166666666667
352,Athlete,29,12,30,6.0,5.5,6.666666666666667,7.125,,,,,,,,4,4.0,25.291666666666668
353,Athlete,40,9,30,6.0,6.5,7.333333333333333,8.125,8.0,8.5,8.0,,,,,7,7.0,52.45833333333333
354,Athlete,18,5,30,7.0,7.0,7.0,8.5,9.0,9.0,8.5,10.5,9.375,,,9,11.0,75.875
355,Athlete,31,1,30,5.25,6.25,6.333333333333333,7.875,7.0,10.0,8.5,8.75,9.375,10.0,,10,15.0,79.33333333333333
356,Fitness Instructor,34,3,30,6.0,6.0,6.0,7.25,8.0,9.0,9.0,9.5,8.875,9.5,,10,13.0,79.125
357,Singer/Rapper,47,11,30,6.75,7.5,7.333333333333333,8.25,9.0,,,,,,,5,5.0,38.83333333333333
358,Singer/Rapper,36,7,30,5.5,6.75,6.666666666666667,8.125,8.5,9.5,9.5,8.0,,,,8,9.0,62.54166666666667
359,Social Media Personality,21,8,30,6.25,6.75,8.0,8.75,9.0,9.0,10.5,9.0,,,,8,8.0,67.25
360,Social Media Personality,18,2,30,7.25,7.75,8.0,8.75,10.0,10.0,9.75,10.25,10.0,10.0,,10,14.0,91.75
361,TV Personality,38,14,30,6.25,6.0,7.0,,,,,,,,,3,2.0,19.25
362,TV Personality,50,10,30,6.5,6.0,7.0,7.375,9.0,8.0,,,,,,6,6.0,43.875
363,TV Personality,39,4,30,7.0,8.0,8.0,8.5,9.75,9.5,8.5,10.5,9.875,9.75,,10,12.0,89.375
364,Actor/Actress,51,16,31,4.5,,,,,,,,,,,1,1.0,4.5
365,Actor/Actress,71,14,31,5.25,5.25,6.0,,,,,,,,,3,3.0,16.5
366,Actor/Actress,50,12,31,7.0,7.0,7.0,8.0,10.0,,,,,,,5,5.0,39.0
367,Actor/Actress,24,11,31,5.75,6.0,7.25,7.0,8.75,,,,,,,5,6.0,34.75
368,Actor/Actress,39,6,31,5.25,7.5,6.75,7.0,9.0,8.5,9.75,9.75,8.125,,,9,11.0,71.625
369,Actor/Actress,32,5,31,6.75,7.25,7.75,7.25,8.375,8.5,9.125,9.75,8.625,,,9,12.0,73.375
370,Comedian,50,3,31,7.25,8.0,8.25,9.0,10.25,8.5,9.5,11.25,9.125,9.5,,10,14.0,90.625
371,News Anchor,61,13,31,5.0,6.5,6.25,6.25,,,,,,,,4,4.0,24.0
372,Singer/Rapper,34,10,31,5.0,6.25,6.5,7.75,9.0,8.0,,,,,,6,7.0,42.5
373,Singer/Rapper,32,9,31,6.5,6.75,7.25,8.5,8.875,8.5,8.625,,,,,7,8.0,55.0
374,Social Media Personality,50,8,31,6.0,7.0,8.0,8.5,9.75,9.0,8.75,8.75,,,,8,9.0,65.75
375,Social Media Personality,18,1,31,8.0,8.0,8.25,9.0,10.5,10.0,9.75,11.25,10.0,10.0,,10,16.0,94.75
376,TV Personality,50,15,31,5.0,5.75,,,,,,,,,,2,2.0,10.75
377,TV Personality,34,7,31,4.25,6.75,5.75,7.25,7.75,7.0,7.875,7.25,,,,8,10.0,53.875
378,TV Personality,40,4,31,7.0,7.0,7.5,8.0,9.625,9.0,9.125,10.5,9.125,9.5,,10,13.0,86.375
379,TV Personality,31,2,31,7.0,8.0,8.25,9.0,10.25,9.25,8.875,10.0,10.0,10.0,,10,15.0,90.625
380,Actor/Actress,32,13,32,5.0,5.333333333333333,,,,,,,,,,2,2.0,10.333333333333332
381,Actor/Actress,55,10,32,5.666666666666667,6.0,6.5,7.0,7.333333333333333,,,,,,,5,5.0,32.5
382,Actor/Actress,68,7,32,5.333333333333333,5.0,6.25,6.0,8.0,8.0,8.125,8.75,,,,8,8.0,55.45833333333333
383,Actor/Actress,49,5,32,4.333333333333333,6.333333333333333,6.0,6.0,7.0,7.75,8.75,9.0,8.0,8.5,8.833333333333334,11,10.0,80.49999999999999
384,Actor/Actress,17,1,32,6.0,8.0,8.0,9.0,9.333333333333334,10.5,9.25,10.0,10.25,10.0,10.0,11,14.0,100.33333333333334
385,Athlete,38,11,32,6.0,5.0,5.5,7.0,,,,,,,,4,4.0,23.5
386,Comedian,58,14,32,4.0,,,,,,,,,,,1,1.0,4.0
387,Model,52,12,32,4.0,6.0,5.0,,,,,,,,,3,3.0,15.0
388,Singer/Rapper,46,2,32,7.0,8.0,8.5,8.0,9.0,9.75,9.0,8.25,10.75,9.5,10.0,11,13.0,97.75
389,Social Media Personality,27,8,32,6.333333333333333,7.0,6.75,7.333333333333333,8.0,9.25,9.125,,,,,7,7.0,53.791666666666664
390,TV Personality,26,6,32,4.0,5.0,6.0,7.0,6.0,7.25,8.0,7.0,7.5,,,9,9.0,57.75
391,TV Personality,53,9,32,5.0,4.0,5.75,6.333333333333333,8.0,8.25,,,,,,6,6.0,37.33333333333333
392,TV Personality,27,4,32,7.333333333333333,7.0,8.0,8.0,9.333333333333334,9.5,9.0,9.75,9.5,9.833333333333334,9.833333333333334,11,11.0,97.08333333333333
393,TV Personality,38,3,32,7.0,6.666666666666667,8.5,8.333333333333334,8.0,10.25,9.25,10.5,9.25,9.666666666666666,9.833333333333334,11,12.0,97.25
394,Actor/Actress,51,12,33,5.666666666666667,6.333333333333333,,,,,,,,,,2,1.0,12.0
395,Actor/Actress,68,10,33,5.0,5.0,5.75,,,,,,,,,3,3.0,15.75
396,Actor/Actress,74,10,33,5.333333333333333,5.0,5.25,,,,,,,,,3,3.0,15.583333333333332
397,Actor/Actress,24,3,33,7.666666666666667,8.0,8.625,8.0,9.0,10.666666666666666,10.0,9.666666666666666,10.0,,,9,11.0,81.625
398,Athlete,38,6,33,7.333333333333333,7.333333333333333,6.5,7.25,8.0,10.333333333333334,8.0,,,,,7,8.0,54.75
399,Athlete,39,5,33,6.666666666666667,7.0,7.5,9.0,8.5,9.333333333333334,8.5,9.0,9.333333333333334,,,9,9.0,74.83333333333333
400,Athlete,26,4,33,7.0,7.333333333333333,7.75,8.25,8.0,9.333333333333334,9.0,8.833333333333334,9.833333333333334,,,9,10.0,75.33333333333333
401,Athlete,28,2,33,6.0,7.0,7.0,8.0,8.666666666666666,8.0,8.666666666666666,9.5,9.5,,,9,12.0,72.33333333333333
402,Con artist,33,12,33,6.0,5.666666666666667,,,,,,,,,,2,1.0,11.666666666666668
403,Model,27,9,33,6.0,6.666666666666667,7.625,8.0,,,,,,,,4,5.0,28.291666666666668
404,TV Personality,51,8,33,6.333333333333333,7.0,7.0,8.0,8.0,,,,,,,5,6.0,36.33333333333333
405,TV Personality,26,7,33,6.333333333333333,6.333333333333333,7.75,8.0,8.5,10.333333333333334,,,,,,6,7.0,47.25
406,TV Personality,29,1,33,7.0,7.333333333333333,8.75,9.0,8.666666666666666,10.666666666666666,9.166666666666666,9.666666666666666,9.833333333333334,,,9,13.0,80.08333333333333
407,Actor/Actress,54,13,34,4.5,5.0,,,,,,,,,,2,1.0,9.5
408,Actor/Actress,44,8,34,6.0,6.333333333333333,7.0,7.0,7.25,9.0,8.75,9.25,,,,8,7.0,60.58333333333333
